"TDSv30 V01R12 V01 R12 EGLASS20 NGAS PVSTD  /  Proposed  /  2022_CZ12_2100ft2_Std_3_BR_HPWH_NEEA.ribd22  /  C:/Users/sbecker/IECC HPWH Runs/inlet_ambient_air_temp/2022_CZ12_2100ft2_Std_3_BR_HPWH_NEEA - batch/",001
"Mon 20-Dec-21   4:24:35 pm"
"DHWhr","Hour"
"Julien","Mo","Day","DOWH","Hour","t_outdoor_drybulb","t_Inlet"
86,3,27,6,21,57.74,56.371
86,3,27,6,22,56.84,56.371
86,3,27,6,23,55.04,56.371
86,3,27,6,24,54.86,56.371
87,3,28,7,1,53.78,56.371
87,3,28,7,2,53.24,56.4818
87,3,28,7,3,53.96,56.4818
87,3,28,7,4,53.78,56.4818
87,3,28,7,5,53.24,56.4818
87,3,28,7,6,53.96,56.4818
87,3,28,7,7,53.06,56.4818
87,3,28,7,8,53.42,56.4818
87,3,28,7,9,56.48,56.4818
87,3,28,7,10,60.26,56.4818
87,3,28,7,11,61.16,56.4818
87,3,28,7,12,77.9,56.4818
87,3,28,7,13,78.44,56.4818
87,3,28,7,14,66.92,56.4818
87,3,28,7,15,66.92,56.4818
87,3,28,7,16,66.92,56.4818
87,3,28,7,17,66.74,56.4818
87,3,28,7,18,66.92,56.4818
87,3,28,7,19,66.38,56.4818
87,3,28,7,20,61.88,56.4818
87,3,28,7,21,60.08,56.4818
87,3,28,7,22,59.9,56.4818
87,3,28,7,23,58.82,56.4818
87,3,28,7,24,56.84,56.4818
88,3,29,1,1,56.12,56.4818
88,3,29,1,2,56.84,56.6383
88,3,29,1,3,55.94,56.6383
88,3,29,1,4,65.12,56.6383
88,3,29,1,5,65.3,56.6383
88,3,29,1,6,55.94,56.6383
88,3,29,1,7,55.76,56.6383
88,3,29,1,8,55.04,56.6383
88,3,29,1,9,55.04,56.6383
88,3,29,1,10,54.86,56.6383
88,3,29,1,11,55.22,56.6383
88,3,29,1,12,62.06,56.6383
88,3,29,1,13,64.58,56.6383
88,3,29,1,14,64.58,56.6383
88,3,29,1,15,67.28,56.6383
88,3,29,1,16,67.64,56.6383
88,3,29,1,17,64.94,56.6383
88,3,29,1,18,60.08,56.6383
88,3,29,1,19,55.76,56.6383
88,3,29,1,20,54.86,56.6383
88,3,29,1,21,53.96,56.6383
88,3,29,1,22,53.78,56.6383
88,3,29,1,23,51.8,56.6383
88,3,29,1,24,51.08,56.6383
89,3,30,2,1,50.72,56.6383
89,3,30,2,2,56.12,56.7561
89,3,30,2,3,55.76,56.7561
89,3,30,2,4,44.78,56.7561
89,3,30,2,5,42.98,56.7561
89,3,30,2,6,54.32,56.7561
89,3,30,2,7,54.68,56.7561
89,3,30,2,8,45.5,56.7561
89,3,30,2,9,49.46,56.7561
89,3,30,2,10,62.96,56.7561
89,3,30,2,11,64.76,56.7561
89,3,30,2,12,68.72,56.7561
89,3,30,2,13,70.16,56.7561
89,3,30,2,14,60.26,56.7561
89,3,30,2,15,60.98,56.7561
89,3,30,2,16,60.8,56.7561
89,3,30,2,17,59.9,56.7561
89,3,30,2,18,60.08,56.7561
89,3,30,2,19,59.72,56.7561
89,3,30,2,20,56.84,56.7561
89,3,30,2,21,54.86,56.7561
89,3,30,2,22,52.88,56.7561
89,3,30,2,23,50.9,56.7561
89,3,30,2,24,48.74,56.7561
90,3,31,8,1,46.94,56.7561
90,3,31,8,2,47.12,56.8097
90,3,31,8,3,48.02,56.8097
90,3,31,8,4,58.64,56.8097
90,3,31,8,5,56.84,56.8097
90,3,31,8,6,57.02,56.8097
90,3,31,8,7,55.94,56.8097
90,3,31,8,8,48.38,56.8097
90,3,31,8,9,51.26,56.8097
90,3,31,8,10,53.24,56.8097
90,3,31,8,11,54.32,56.8097
90,3,31,8,12,66.38,56.8097
90,3,31,8,13,67.82,56.8097
90,3,31,8,14,56.12,56.8097
90,3,31,8,15,50,56.8097
90,3,31,8,16,48.02,56.8097
90,3,31,8,17,46.4,56.8097
90,3,31,8,18,46.94,56.8097
90,3,31,8,19,47.12,56.8097
90,3,31,8,20,47.84,56.8097
90,3,31,8,21,46.76,56.8097
90,3,31,8,22,47.12,56.8097
90,3,31,8,23,46.58,56.8097
90,3,31,8,24,47.84,56.8097
91,4,1,4,1,49.28,56.8097
91,4,1,4,2,50.72,56.802
91,4,1,4,3,50.18,56.802
91,4,1,4,4,51.44,56.802
91,4,1,4,5,52.52,56.802
91,4,1,4,6,51.98,56.802
91,4,1,4,7,52.52,56.802
91,4,1,4,8,56.66,56.802
91,4,1,4,9,62.78,56.802
91,4,1,4,10,68.54,56.802
91,4,1,4,11,72.14,56.802
91,4,1,4,12,74.12,56.802
91,4,1,4,13,75.56,56.802
91,4,1,4,14,78.62,56.802
91,4,1,4,15,76.28,56.802
91,4,1,4,16,78.98,56.802
91,4,1,4,17,79.16,56.802
91,4,1,4,18,77.9,56.802
91,4,1,4,19,76.82,56.802
91,4,1,4,20,74.48,56.802
91,4,1,4,21,70.52,56.802
91,4,1,4,22,66.2,56.802
91,4,1,4,23,68.18,56.802
91,4,1,4,24,68.72,56.802
92,4,2,5,1,65.84,56.802
92,4,2,5,2,64.22,56.9202
92,4,2,5,3,58.82,56.9202
92,4,2,5,4,57.92,56.9202
92,4,2,5,5,57.74,56.9202
92,4,2,5,6,56.84,56.9202
92,4,2,5,7,56.12,56.9202
92,4,2,5,8,57.2,56.9202
92,4,2,5,9,58.46,56.9202
92,4,2,5,10,63.14,56.9202
92,4,2,5,11,65.12,56.9202
92,4,2,5,12,66.02,56.9202
92,4,2,5,13,66.02,56.9202
92,4,2,5,14,66.56,56.9202
92,4,2,5,15,69.98,56.9202
92,4,2,5,16,69.98,56.9202
92,4,2,5,17,70.7,56.9202
92,4,2,5,18,69.98,56.9202
92,4,2,5,19,69.62,56.9202
92,4,2,5,20,66.2,56.9202
92,4,2,5,21,60.62,56.9202
92,4,2,5,22,58.1,56.9202
92,4,2,5,23,59.9,56.9202
92,4,2,5,24,58.64,56.9202
93,4,3,6,1,55.76,56.9202
93,4,3,6,2,53.78,56.9992
93,4,3,6,3,51.8,56.9992
93,4,3,6,4,50.9,56.9992
93,4,3,6,5,49.82,56.9992
93,4,3,6,6,48.74,56.9992
93,4,3,6,7,48.2,56.9992
93,4,3,6,8,49.28,56.9992
93,4,3,6,9,52.16,56.9992
93,4,3,6,10,54.32,56.9992
93,4,3,6,11,57.38,56.9992
93,4,3,6,12,60.44,56.9992
93,4,3,6,13,63.14,56.9992
93,4,3,6,14,65.12,56.9992
93,4,3,6,15,66.2,56.9992
93,4,3,6,16,66.92,56.9992
93,4,3,6,17,66.56,56.9992
93,4,3,6,18,65.84,56.9992
93,4,3,6,19,64.76,56.9992
93,4,3,6,20,63.68,56.9992
93,4,3,6,21,60.44,56.9992
93,4,3,6,22,55.94,56.9992
93,4,3,6,23,55.58,56.9992
93,4,3,6,24,53.24,56.9992
94,4,4,7,1,54.68,56.9992
94,4,4,7,2,51.8,57.0518
94,4,4,7,3,49.82,57.0518
94,4,4,7,4,48.56,57.0518
94,4,4,7,5,45.86,57.0518
94,4,4,7,6,43.88,57.0518
94,4,4,7,7,42.8,57.0518
94,4,4,7,8,49.64,57.0518
94,4,4,7,9,55.58,57.0518
94,4,4,7,10,59.54,57.0518
94,4,4,7,11,64.4,57.0518
94,4,4,7,12,67.1,57.0518
94,4,4,7,13,69.26,57.0518
94,4,4,7,14,71.24,57.0518
94,4,4,7,15,72.14,57.0518
94,4,4,7,16,73.04,57.0518
94,4,4,7,17,73.94,57.0518
94,4,4,7,18,73.04,57.0518
94,4,4,7,19,73.22,57.0518
94,4,4,7,20,72.86,57.0518
94,4,4,7,21,63.32,57.0518
94,4,4,7,22,57.74,57.0518
94,4,4,7,23,57.56,57.0518
94,4,4,7,24,60.8,57.0518
95,4,5,1,1,58.46,57.0518
95,4,5,1,2,53.78,57.1264
95,4,5,1,3,52.16,57.1264
95,4,5,1,4,53.24,57.1264
95,4,5,1,5,53.78,57.1264
95,4,5,1,6,51.8,57.1264
95,4,5,1,7,51.8,57.1264
95,4,5,1,8,57.2,57.1264
95,4,5,1,9,59.36,57.1264
95,4,5,1,10,62.6,57.1264
95,4,5,1,11,66.2,57.1264
95,4,5,1,12,68.18,57.1264
95,4,5,1,13,68.9,57.1264
95,4,5,1,14,67.82,57.1264
95,4,5,1,15,66.92,57.1264
95,4,5,1,16,66.92,57.1264
95,4,5,1,17,67.82,57.1264
95,4,5,1,18,68.18,57.1264
95,4,5,1,19,68.9,57.1264
95,4,5,1,20,66.2,57.1264
95,4,5,1,21,60.8,57.1264
95,4,5,1,22,59.54,57.1264
95,4,5,1,23,55.58,57.1264
95,4,5,1,24,53.24,57.1264
96,4,6,2,1,53.6,57.1264
96,4,6,2,2,50.9,57.1436
96,4,6,2,3,49.82,57.1436
96,4,6,2,4,48.02,57.1436
96,4,6,2,5,48.02,57.1436
96,4,6,2,6,47.84,57.1436
96,4,6,2,7,46.58,57.1436
96,4,6,2,8,51.8,57.1436
96,4,6,2,9,57.38,57.1436
96,4,6,2,10,60.62,57.1436
96,4,6,2,11,64.22,57.1436
96,4,6,2,12,65.3,57.1436
96,4,6,2,13,68,57.1436
96,4,6,2,14,68.18,57.1436
96,4,6,2,15,69.26,57.1436
96,4,6,2,16,69.62,57.1436
96,4,6,2,17,68,57.1436
96,4,6,2,18,65.3,57.1436
96,4,6,2,19,63.68,57.1436
96,4,6,2,20,60.44,57.1436
96,4,6,2,21,56.84,57.1436
96,4,6,2,22,55.76,57.1436
96,4,6,2,23,53.96,57.1436
96,4,6,2,24,53.78,57.1436
97,4,7,3,1,51.8,57.1436
97,4,7,3,2,50.9,57.1529
97,4,7,3,3,49.82,57.1529
97,4,7,3,4,48.92,57.1529
97,4,7,3,5,48.74,57.1529
97,4,7,3,6,47.84,57.1529
97,4,7,3,7,46.22,57.1529
97,4,7,3,8,47.12,57.1529
97,4,7,3,9,49.28,57.1529
97,4,7,3,10,52.16,57.1529
97,4,7,3,11,53.96,57.1529
97,4,7,3,12,54.32,57.1529
97,4,7,3,13,56.84,57.1529
97,4,7,3,14,55.76,57.1529
97,4,7,3,15,53.78,57.1529
97,4,7,3,16,52.16,57.1529
97,4,7,3,17,52.34,57.1529
97,4,7,3,18,52.34,57.1529
97,4,7,3,19,50.72,57.1529
97,4,7,3,20,47.84,57.1529
97,4,7,3,21,46.58,57.1529
97,4,7,3,22,43.88,57.1529
97,4,7,3,23,42.08,57.1529
97,4,7,3,24,41.9,57.1529
98,4,8,4,1,39.74,57.1529
98,4,8,4,2,37.76,57.0931
98,4,8,4,3,37.04,57.0931
98,4,8,4,4,36.86,57.0931
98,4,8,4,5,35.78,57.0931
98,4,8,4,6,34.88,57.0931
98,4,8,4,7,34.7,57.0931
98,4,8,4,8,40.46,57.0931
98,4,8,4,9,44.42,57.0931
98,4,8,4,10,47.12,57.0931
98,4,8,4,11,49.28,57.0931
98,4,8,4,12,51.8,57.0931
98,4,8,4,13,51.62,57.0931
98,4,8,4,14,55.22,57.0931
98,4,8,4,15,57.02,57.0931
98,4,8,4,16,57.2,57.0931
98,4,8,4,17,57.74,57.0931
98,4,8,4,18,57.38,57.0931
98,4,8,4,19,55.94,57.0931
98,4,8,4,20,55.4,57.0931
98,4,8,4,21,51.44,57.0931
98,4,8,4,22,47.66,57.0931
98,4,8,4,23,44.96,57.0931
98,4,8,4,24,44.6,57.0931
99,4,9,5,1,42.26,57.0931
99,4,9,5,2,42.8,57.0038
99,4,9,5,3,40.82,57.0038
99,4,9,5,4,39.74,57.0038
99,4,9,5,5,37.94,57.0038
99,4,9,5,6,37.58,57.0038
99,4,9,5,7,35.96,57.0038
99,4,9,5,8,43.52,57.0038
99,4,9,5,9,47.48,57.0038
99,4,9,5,10,51.26,57.0038
99,4,9,5,11,53.42,57.0038
99,4,9,5,12,56.48,57.0038
99,4,9,5,13,60.26,57.0038
99,4,9,5,14,61.34,57.0038
99,4,9,5,15,64.04,57.0038
99,4,9,5,16,64.22,57.0038
99,4,9,5,17,64.76,57.0038
99,4,9,5,18,63.86,57.0038
99,4,9,5,19,62.42,57.0038
99,4,9,5,20,58.46,57.0038
99,4,9,5,21,54.68,57.0038
99,4,9,5,22,51.8,57.0038
99,4,9,5,23,49.82,57.0038
99,4,9,5,24,48.74,57.0038
100,4,10,6,1,47.84,57.0038
100,4,10,6,2,46.94,56.901
100,4,10,6,3,46.94,56.901
100,4,10,6,4,46.76,56.901
100,4,10,6,5,44.96,56.901
100,4,10,6,6,44.78,56.901
100,4,10,6,7,43.52,56.901
100,4,10,6,8,47.3,56.901
100,4,10,6,9,50.36,56.901
100,4,10,6,10,53.42,56.901
100,4,10,6,11,56.12,56.901
100,4,10,6,12,58.1,56.901
100,4,10,6,13,60.26,56.901
100,4,10,6,14,62.24,56.901
100,4,10,6,15,64.04,56.901
100,4,10,6,16,64.04,56.901
100,4,10,6,17,64.4,56.901
100,4,10,6,18,63.5,56.901
100,4,10,6,19,62.42,56.901
100,4,10,6,20,58.46,56.901
100,4,10,6,21,54.86,56.901
100,4,10,6,22,52.88,56.901
100,4,10,6,23,50.9,56.901
100,4,10,6,24,49.82,56.901
101,4,11,7,1,48.92,56.901
101,4,11,7,2,48.92,56.8594
101,4,11,7,3,48.92,56.8594
101,4,11,7,4,48.92,56.8594
101,4,11,7,5,48.74,56.8594
101,4,11,7,6,46.94,56.8594
101,4,11,7,7,47.12,56.8594
101,4,11,7,8,49.1,56.8594
101,4,11,7,9,51.44,56.8594
101,4,11,7,10,54.32,56.8594
101,4,11,7,11,57.38,56.8594
101,4,11,7,12,60.62,56.8594
101,4,11,7,13,64.04,56.8594
101,4,11,7,14,64.22,56.8594
101,4,11,7,15,66.02,56.8594
101,4,11,7,16,66.2,56.8594
101,4,11,7,17,66.56,56.8594
101,4,11,7,18,65.84,56.8594
101,4,11,7,19,64.58,56.8594
101,4,11,7,20,61.52,56.8594
101,4,11,7,21,56.66,56.8594
101,4,11,7,22,53.6,56.8594
101,4,11,7,23,50.9,56.8594
101,4,11,7,24,49.82,56.8594
102,4,12,1,1,48.74,56.8594
102,4,12,1,2,46.76,56.8539
102,4,12,1,3,45.86,56.8539
102,4,12,1,4,44.78,56.8539
102,4,12,1,5,44.06,56.8539
102,4,12,1,6,44.06,56.8539
102,4,12,1,7,44.42,56.8539
102,4,12,1,8,47.48,56.8539
102,4,12,1,9,51.62,56.8539
102,4,12,1,10,55.4,56.8539
102,4,12,1,11,58.28,56.8539
102,4,12,1,12,61.16,56.8539
102,4,12,1,13,62.42,56.8539
102,4,12,1,14,65.12,56.8539
102,4,12,1,15,66.02,56.8539
102,4,12,1,16,65.84,56.8539
102,4,12,1,17,65.48,56.8539
102,4,12,1,18,63.86,56.8539
102,4,12,1,19,62.42,56.8539
102,4,12,1,20,57.38,56.8539
102,4,12,1,21,53.6,56.8539
102,4,12,1,22,50.9,56.8539
102,4,12,1,23,48.74,56.8539
102,4,12,1,24,47.84,56.8539
103,4,13,2,1,46.94,56.8539
103,4,13,2,2,46.76,56.7963
103,4,13,2,3,44.96,56.7963
103,4,13,2,4,44.96,56.7963
103,4,13,2,5,45.14,56.7963
103,4,13,2,6,46.04,56.7963
103,4,13,2,7,46.22,56.7963
103,4,13,2,8,48.2,56.7963
103,4,13,2,9,50,56.7963
103,4,13,2,10,52.16,56.7963
103,4,13,2,11,53.6,56.7963
103,4,13,2,12,57.02,56.7963
103,4,13,2,13,57.38,56.7963
103,4,13,2,14,60.26,56.7963
103,4,13,2,15,61.16,56.7963
103,4,13,2,16,61.88,56.7963
103,4,13,2,17,61.16,56.7963
103,4,13,2,18,59.54,56.7963
103,4,13,2,19,58.64,56.7963
103,4,13,2,20,55.58,56.7963
103,4,13,2,21,52.7,56.7963
103,4,13,2,22,49.82,56.7963
103,4,13,2,23,47.84,56.7963
103,4,13,2,24,46.76,56.7963
104,4,14,3,1,45.86,56.7963
104,4,14,3,2,44.06,56.7295
104,4,14,3,3,43.7,56.7295
104,4,14,3,4,41,56.7295
104,4,14,3,5,41,56.7295
104,4,14,3,6,40.82,56.7295
104,4,14,3,7,40.64,56.7295
104,4,14,3,8,46.22,56.7295
104,4,14,3,9,48.56,56.7295
104,4,14,3,10,53.6,56.7295
104,4,14,3,11,57.38,56.7295
104,4,14,3,12,60.26,56.7295
104,4,14,3,13,61.16,56.7295
104,4,14,3,14,62.24,56.7295
104,4,14,3,15,63.14,56.7295
104,4,14,3,16,64.94,56.7295
104,4,14,3,17,64.76,56.7295
104,4,14,3,18,63.86,56.7295
104,4,14,3,19,62.78,56.7295
104,4,14,3,20,61.52,56.7295
104,4,14,3,21,57.74,56.7295
104,4,14,3,22,55.76,56.7295
104,4,14,3,23,53.78,56.7295
104,4,14,3,24,51.8,56.7295
105,4,15,4,1,50.9,56.7295
105,4,15,4,2,48.74,56.7021
105,4,15,4,3,48.02,56.7021
105,4,15,4,4,48.02,56.7021
105,4,15,4,5,47.84,56.7021
105,4,15,4,6,47.12,56.7021
105,4,15,4,7,49.1,56.7021
105,4,15,4,8,51.44,56.7021
105,4,15,4,9,54.5,56.7021
105,4,15,4,10,58.46,56.7021
105,4,15,4,11,63.32,56.7021
105,4,15,4,12,66.2,56.7021
105,4,15,4,13,68,56.7021
105,4,15,4,14,68.36,56.7021
105,4,15,4,15,71.24,56.7021
105,4,15,4,16,73.22,56.7021
105,4,15,4,17,73.04,56.7021
105,4,15,4,18,71.78,56.7021
105,4,15,4,19,69.8,56.7021
105,4,15,4,20,67.46,56.7021
105,4,15,4,21,63.86,56.7021
105,4,15,4,22,61.7,56.7021
105,4,15,4,23,58.82,56.7021
105,4,15,4,24,56.84,56.7021
106,4,16,5,1,54.86,56.7021
106,4,16,5,2,53.78,56.7089
106,4,16,5,3,52.88,56.7089
106,4,16,5,4,51.8,56.7089
106,4,16,5,5,51.08,56.7089
106,4,16,5,6,50.9,56.7089
106,4,16,5,7,49.64,56.7089
106,4,16,5,8,55.22,56.7089
106,4,16,5,9,57.56,56.7089
106,4,16,5,10,62.6,56.7089
106,4,16,5,11,66.38,56.7089
106,4,16,5,12,69.26,56.7089
106,4,16,5,13,71.42,56.7089
106,4,16,5,14,74.12,56.7089
106,4,16,5,15,75.92,56.7089
106,4,16,5,16,75.92,56.7089
106,4,16,5,17,75.92,56.7089
106,4,16,5,18,74.84,56.7089
106,4,16,5,19,73.58,56.7089
106,4,16,5,20,70.7,56.7089
106,4,16,5,21,67.64,56.7089
106,4,16,5,22,64.76,56.7089
106,4,16,5,23,62.78,56.7089
106,4,16,5,24,60.8,56.7089
107,4,17,6,1,58.82,56.7089
107,4,17,6,2,56.84,56.7407
107,4,17,6,3,55.94,56.7407
107,4,17,6,4,55.76,56.7407
107,4,17,6,5,53.96,56.7407
107,4,17,6,6,53.96,56.7407
107,4,17,6,7,54.32,56.7407
107,4,17,6,8,57.56,56.7407
107,4,17,6,9,62.24,56.7407
107,4,17,6,10,64.4,56.7407
107,4,17,6,11,67.1,56.7407
107,4,17,6,12,68.54,56.7407
107,4,17,6,13,72.14,56.7407
107,4,17,6,14,73.94,56.7407
107,4,17,6,15,73.76,56.7407
107,4,17,6,16,73.04,56.7407
107,4,17,6,17,71.6,56.7407
107,4,17,6,18,69.62,56.7407
107,4,17,6,19,66.74,56.7407
107,4,17,6,20,64.76,56.7407
107,4,17,6,21,62.78,56.7407
107,4,17,6,22,60.62,56.7407
107,4,17,6,23,57.74,56.7407
107,4,17,6,24,56.84,56.7407
108,4,18,7,1,55.94,56.7407
108,4,18,7,2,55.76,56.8387
108,4,18,7,3,55.04,56.8387
108,4,18,7,4,55.04,56.8387
108,4,18,7,5,54.86,56.8387
108,4,18,7,6,53.96,56.8387
108,4,18,7,7,54.14,56.8387
108,4,18,7,8,55.22,56.8387
108,4,18,7,9,57.38,56.8387
108,4,18,7,10,60.62,56.8387
108,4,18,7,11,63.86,56.8387
108,4,18,7,12,62.78,56.8387
108,4,18,7,13,64.04,56.8387
108,4,18,7,14,64.04,56.8387
108,4,18,7,15,64.04,56.8387
108,4,18,7,16,65.84,56.8387
108,4,18,7,17,65.48,56.8387
108,4,18,7,18,64.4,56.8387
108,4,18,7,19,62.78,56.8387
108,4,18,7,20,61.7,56.8387
108,4,18,7,21,58.82,56.8387
108,4,18,7,22,57.74,56.8387
108,4,18,7,23,56.84,56.8387
108,4,18,7,24,55.76,56.8387
109,4,19,1,1,55.04,56.8387
109,4,19,1,2,54.86,56.8906
109,4,19,1,3,53.96,56.8906
109,4,19,1,4,53.78,56.8906
109,4,19,1,5,52.88,56.8906
109,4,19,1,6,51.8,56.8906
109,4,19,1,7,50.54,56.8906
109,4,19,1,8,55.58,56.8906
109,4,19,1,9,59.18,56.8906
109,4,19,1,10,60.98,56.8906
109,4,19,1,11,63.14,56.8906
109,4,19,1,12,64.22,56.8906
109,4,19,1,13,66.2,56.8906
109,4,19,1,14,67.46,56.8906
109,4,19,1,15,71.06,56.8906
109,4,19,1,16,70.88,56.8906
109,4,19,1,17,71.06,56.8906
109,4,19,1,18,70.52,56.8906
109,4,19,1,19,70.88,56.8906
109,4,19,1,20,68.9,56.8906
109,4,19,1,21,66.56,56.8906
109,4,19,1,22,63.68,56.8906
109,4,19,1,23,60.8,56.8906
109,4,19,1,24,58.82,56.8906
110,4,20,2,1,57.02,56.8906
110,4,20,2,2,56.84,56.9551
110,4,20,2,3,55.04,56.9551
110,4,20,2,4,54.86,56.9551
110,4,20,2,5,53.96,56.9551
110,4,20,2,6,53.96,56.9551
110,4,20,2,7,53.96,56.9551
110,4,20,2,8,54.14,56.9551
110,4,20,2,9,55.22,56.9551
110,4,20,2,10,57.38,56.9551
110,4,20,2,11,60.26,56.9551
110,4,20,2,12,62.42,56.9551
110,4,20,2,13,65.3,56.9551
110,4,20,2,14,68.18,56.9551
110,4,20,2,15,69.26,56.9551
110,4,20,2,16,70.52,56.9551
110,4,20,2,17,69.08,56.9551
110,4,20,2,18,66.38,56.9551
110,4,20,2,19,65.48,56.9551
110,4,20,2,20,61.88,56.9551
110,4,20,2,21,59.9,56.9551
110,4,20,2,22,58.82,56.9551
110,4,20,2,23,58.1,56.9551
110,4,20,2,24,58.82,56.9551
111,4,21,3,1,57.74,56.9551
111,4,21,3,2,56.84,56.9675
111,4,21,3,3,55.76,56.9675
111,4,21,3,4,54.5,56.9675
111,4,21,3,5,52.88,56.9675
111,4,21,3,6,51.8,56.9675
111,4,21,3,7,50.18,56.9675
111,4,21,3,8,51.26,56.9675
111,4,21,3,9,53.24,56.9675
111,4,21,3,10,55.58,56.9675
111,4,21,3,11,59,56.9675
111,4,21,3,12,59.54,56.9675
111,4,21,3,13,64.22,56.9675
111,4,21,3,14,65.12,56.9675
111,4,21,3,15,66.2,56.9675
111,4,21,3,16,66.92,56.9675
111,4,21,3,17,67.64,56.9675
111,4,21,3,18,67.46,56.9675
111,4,21,3,19,67.82,56.9675
111,4,21,3,20,65.48,56.9675
111,4,21,3,21,60.62,56.9675
111,4,21,3,22,57.74,56.9675
111,4,21,3,23,56.84,56.9675
111,4,21,3,24,54.68,56.9675
112,4,22,4,1,51.8,56.9675
112,4,22,4,2,49.64,56.9698
112,4,22,4,3,46.94,56.9698
112,4,22,4,4,47.12,56.9698
112,4,22,4,5,48.02,56.9698
112,4,22,4,6,48.02,56.9698
112,4,22,4,7,48.2,56.9698
112,4,22,4,8,50.54,56.9698
112,4,22,4,9,54.5,56.9698
112,4,22,4,10,58.1,56.9698
112,4,22,4,11,60.44,56.9698
112,4,22,4,12,63.14,56.9698
112,4,22,4,13,64.94,56.9698
112,4,22,4,14,65.12,56.9698
112,4,22,4,15,66.02,56.9698
112,4,22,4,16,65.84,56.9698
112,4,22,4,17,64.94,56.9698
112,4,22,4,18,62.96,56.9698
112,4,22,4,19,61.52,56.9698
112,4,22,4,20,57.56,56.9698
112,4,22,4,21,54.86,56.9698
112,4,22,4,22,53.78,56.9698
112,4,22,4,23,53.06,56.9698
112,4,22,4,24,53.06,56.9698
113,4,23,5,1,52.88,56.9698
113,4,23,5,2,51.8,56.984
113,4,23,5,3,50,56.984
113,4,23,5,4,50,56.984
113,4,23,5,5,50,56.984
113,4,23,5,6,50,56.984
113,4,23,5,7,50.18,56.984
113,4,23,5,8,52.16,56.984
113,4,23,5,9,54.32,56.984
113,4,23,5,10,57.56,56.984
113,4,23,5,11,61.16,56.984
113,4,23,5,12,63.14,56.984
113,4,23,5,13,64.94,56.984
113,4,23,5,14,64.94,56.984
113,4,23,5,15,65.12,56.984
113,4,23,5,16,66.2,56.984
113,4,23,5,17,66.38,56.984
113,4,23,5,18,66.38,56.984
113,4,23,5,19,65.84,56.984
113,4,23,5,20,63.86,56.984
113,4,23,5,21,62.78,56.984
113,4,23,5,22,60.62,56.984
113,4,23,5,23,57.74,56.984
113,4,23,5,24,55.94,56.984
114,4,24,6,1,55.94,56.984
114,4,24,6,2,55.94,57.0068
114,4,24,6,3,55.76,57.0068
114,4,24,6,4,55.22,57.0068
114,4,24,6,5,55.94,57.0068
114,4,24,6,6,55.94,57.0068
114,4,24,6,7,55.76,57.0068
114,4,24,6,8,55.22,57.0068
114,4,24,6,9,57.2,57.0068
114,4,24,6,10,60.44,57.0068
114,4,24,6,11,63.14,57.0068
114,4,24,6,12,64.76,57.0068
114,4,24,6,13,66.2,57.0068
114,4,24,6,14,67.1,57.0068
114,4,24,6,15,68.18,57.0068
114,4,24,6,16,69.8,57.0068
114,4,24,6,17,69.8,57.0068
114,4,24,6,18,68.54,57.0068
114,4,24,6,19,67.46,57.0068
114,4,24,6,20,63.5,57.0068
114,4,24,6,21,58.64,57.0068
114,4,24,6,22,55.76,57.0068
114,4,24,6,23,54.86,57.0068
114,4,24,6,24,53.96,57.0068
115,4,25,7,1,53.96,57.0068
115,4,25,7,2,54.14,57.022
115,4,25,7,3,54.86,57.022
115,4,25,7,4,53.78,57.022
115,4,25,7,5,53.06,57.022
115,4,25,7,6,53.06,57.022
115,4,25,7,7,53.24,57.022
115,4,25,7,8,53.78,57.022
115,4,25,7,9,54.14,57.022
115,4,25,7,10,56.84,57.022
115,4,25,7,11,58.46,57.022
115,4,25,7,12,63.32,57.022
115,4,25,7,13,66.2,57.022
115,4,25,7,14,68.18,57.022
115,4,25,7,15,69.08,57.022
115,4,25,7,16,68.9,57.022
115,4,25,7,17,67.64,57.022
115,4,25,7,18,65.84,57.022
115,4,25,7,19,64.58,57.022
115,4,25,7,20,61.52,57.022
115,4,25,7,21,57.56,57.022
115,4,25,7,22,54.68,57.022
115,4,25,7,23,51.8,57.022
115,4,25,7,24,50,57.022
116,4,26,1,1,49.64,57.022
116,4,26,1,2,46.76,57.086
116,4,26,1,3,44.78,57.086
116,4,26,1,4,43.88,57.086
116,4,26,1,5,42.08,57.086
116,4,26,1,6,42.44,57.086
116,4,26,1,7,45.5,57.086
116,4,26,1,8,50.54,57.086
116,4,26,1,9,55.58,57.086
116,4,26,1,10,59.36,57.086
116,4,26,1,11,62.24,57.086
116,4,26,1,12,64.58,57.086
116,4,26,1,13,68,57.086
116,4,26,1,14,68.18,57.086
116,4,26,1,15,69.26,57.086
116,4,26,1,16,69.98,57.086
116,4,26,1,17,70.52,57.086
116,4,26,1,18,69.98,57.086
116,4,26,1,19,69.44,57.086
116,4,26,1,20,65.48,57.086
116,4,26,1,21,61.52,57.086
116,4,26,1,22,56.66,57.086
116,4,26,1,23,53.78,57.086
116,4,26,1,24,52.88,57.086
117,4,27,2,1,51.8,57.086
117,4,27,2,2,50.9,57.1738
117,4,27,2,3,48.92,57.1738
117,4,27,2,4,48.74,57.1738
117,4,27,2,5,46.76,57.1738
117,4,27,2,6,46.22,57.1738
117,4,27,2,7,47.3,57.1738
117,4,27,2,8,50.54,57.1738
