"TDSv30 V01R12 V01 R12 EGLASS20 NGAS PVSTD  /  Proposed  /  2022_CZ12_2100ft2_Std_3_BR_HPWH_NEEA.ribd22  /  C:/Users/sbecker/IECC HPWH Runs/inlet_ambient_air_temp/2022_CZ12_2100ft2_Std_3_BR_HPWH_NEEA - batch/",001
"Mon 20-Dec-21   4:24:35 pm"
"DHWhr","Hour"
"Julien","Mo","Day","DOWH","Hour","t_outdoor_drybulb","t_Inlet"
12,1,12,2,15,51.44,53.0525
12,1,12,2,16,51.8,53.0525
12,1,12,2,17,51.62,53.0525
12,1,12,2,18,50,53.0525
12,1,12,2,19,50,53.0525
12,1,12,2,20,50,53.0525
12,1,12,2,21,50,53.0525
12,1,12,2,22,50,53.0525
12,1,12,2,23,49.82,53.0525
12,1,12,2,24,48.92,53.0525
13,1,13,3,1,48.74,52.9664
13,1,13,3,2,48.2,52.9664
13,1,13,3,3,47.84,52.9664
13,1,13,3,4,46.76,52.9664
13,1,13,3,5,46.22,52.9664
13,1,13,3,6,46.22,52.9664
13,1,13,3,7,46.22,52.9664
13,1,13,3,8,46.22,52.9664
13,1,13,3,9,46.04,52.9664
13,1,13,3,10,47.12,52.9664
13,1,13,3,11,48.02,52.9664
13,1,13,3,12,48.2,52.9664
13,1,13,3,13,49.1,52.9664
13,1,13,3,14,50,52.9664
13,1,13,3,15,50,52.9664
13,1,13,3,16,50,52.9664
13,1,13,3,17,48.92,52.9664
13,1,13,3,18,47.66,52.9664
13,1,13,3,19,46.94,52.9664
13,1,13,3,20,46.94,52.9664
13,1,13,3,21,47.12,52.9664
13,1,13,3,22,48.02,52.9664
13,1,13,3,23,48.02,52.9664
13,1,13,3,24,46.94,52.9664
14,1,14,4,1,46.76,52.8421
14,1,14,4,2,46.04,52.8421
14,1,14,4,3,45.5,52.8421
14,1,14,4,4,44.96,52.8421
14,1,14,4,5,44.96,52.8421
14,1,14,4,6,44.78,52.8421
14,1,14,4,7,44.96,52.8421
14,1,14,4,8,44.96,52.8421
14,1,14,4,9,44.96,52.8421
14,1,14,4,10,45.14,52.8421
14,1,14,4,11,45.5,52.8421
14,1,14,4,12,46.04,52.8421
14,1,14,4,13,47.3,52.8421
14,1,14,4,14,48.02,52.8421
14,1,14,4,15,47.84,52.8421
14,1,14,4,16,46.94,52.8421
14,1,14,4,17,46.4,52.8421
14,1,14,4,18,46.76,52.8421
14,1,14,4,19,46.22,52.8421
14,1,14,4,20,46.04,52.8421
14,1,14,4,21,46.22,52.8421
14,1,14,4,22,46.22,52.8421
14,1,14,4,23,44.96,52.8421
14,1,14,4,24,43.88,52.8421
15,1,15,5,1,43.7,52.7038
15,1,15,5,2,44.06,52.7038
15,1,15,5,3,44.06,52.7038
15,1,15,5,4,44.06,52.7038
15,1,15,5,5,44.96,52.7038
15,1,15,5,6,45.14,52.7038
15,1,15,5,7,44.96,52.7038
15,1,15,5,8,44.96,52.7038
15,1,15,5,9,45.14,52.7038
15,1,15,5,10,46.04,52.7038
15,1,15,5,11,47.12,52.7038
15,1,15,5,12,49.1,52.7038
15,1,15,5,13,50,52.7038
15,1,15,5,14,51.44,52.7038
15,1,15,5,15,52.88,52.7038
15,1,15,5,16,52.34,52.7038
15,1,15,5,17,51.44,52.7038
15,1,15,5,18,50.9,52.7038
15,1,15,5,19,50,52.7038
15,1,15,5,20,50,52.7038
15,1,15,5,21,49.82,52.7038
15,1,15,5,22,48.92,52.7038
15,1,15,5,23,48.92,52.7038
15,1,15,5,24,48.92,52.7038
16,1,16,6,1,48.92,52.6302
16,1,16,6,2,48.74,52.6302
16,1,16,6,3,48.02,52.6302
16,1,16,6,4,48.02,52.6302
16,1,16,6,5,47.84,52.6302
16,1,16,6,6,46.94,52.6302
16,1,16,6,7,46.94,52.6302
16,1,16,6,8,46.76,52.6302
16,1,16,6,9,47.12,52.6302
16,1,16,6,10,48.02,52.6302
16,1,16,6,11,48.02,52.6302
16,1,16,6,12,48.92,52.6302
16,1,16,6,13,48.92,52.6302
16,1,16,6,14,48.74,52.6302
16,1,16,6,15,50,52.6302
16,1,16,6,16,50,52.6302
16,1,16,6,17,50,52.6302
16,1,16,6,18,49.82,52.6302
16,1,16,6,19,48.92,52.6302
16,1,16,6,20,48.74,52.6302
16,1,16,6,21,48.2,52.6302
16,1,16,6,22,45.14,52.6302
16,1,16,6,23,46.94,52.6302
16,1,16,6,24,46.94,52.6302
17,1,17,7,1,47.12,52.5844
17,1,17,7,2,48.02,52.5844
17,1,17,7,3,48.02,52.5844
17,1,17,7,4,47.84,52.5844
17,1,17,7,5,46.94,52.5844
17,1,17,7,6,46.94,52.5844
17,1,17,7,7,46.94,52.5844
17,1,17,7,8,47.12,52.5844
17,1,17,7,9,48.02,52.5844
17,1,17,7,10,48.2,52.5844
17,1,17,7,11,48.92,52.5844
17,1,17,7,12,48.92,52.5844
17,1,17,7,13,48.92,52.5844
17,1,17,7,14,49.1,52.5844
17,1,17,7,15,49.82,52.5844
17,1,17,7,16,49.28,52.5844
17,1,17,7,17,48.92,52.5844
17,1,17,7,18,48.92,52.5844
17,1,17,7,19,48.92,52.5844
17,1,17,7,20,48.74,52.5844
17,1,17,7,21,48.02,52.5844
17,1,17,7,22,48.02,52.5844
17,1,17,7,23,47.84,52.5844
17,1,17,7,24,46.94,52.5844
18,1,18,1,1,46.94,52.5678
18,1,18,1,2,46.94,52.5678
18,1,18,1,3,46.94,52.5678
18,1,18,1,4,46.94,52.5678
18,1,18,1,5,46.76,52.5678
18,1,18,1,6,45.86,52.5678
18,1,18,1,7,44.96,52.5678
18,1,18,1,8,44.96,52.5678
18,1,18,1,9,46.04,52.5678
18,1,18,1,10,48.2,52.5678
18,1,18,1,11,50.18,52.5678
18,1,18,1,12,51.26,52.5678
18,1,18,1,13,51.98,52.5678
18,1,18,1,14,51.98,52.5678
18,1,18,1,15,51.98,52.5678
18,1,18,1,16,52.16,52.5678
18,1,18,1,17,51.8,52.5678
18,1,18,1,18,50.54,52.5678
18,1,18,1,19,46.94,52.5678
18,1,18,1,20,46.58,52.5678
18,1,18,1,21,43.52,52.5678
18,1,18,1,22,43.88,52.5678
18,1,18,1,23,43.52,52.5678
18,1,18,1,24,42.44,52.5678
19,1,19,8,1,39.74,52.5888
19,1,19,8,2,39.02,52.5888
19,1,19,8,3,38.3,52.5888
19,1,19,8,4,42.62,52.5888
19,1,19,8,5,44.24,52.5888
19,1,19,8,6,45.5,52.5888
19,1,19,8,7,46.22,52.5888
19,1,19,8,8,45.68,52.5888
19,1,19,8,9,46.04,52.5888
19,1,19,8,10,46.04,52.5888
19,1,19,8,11,46.76,52.5888
19,1,19,8,12,48.02,52.5888
19,1,19,8,13,48.02,52.5888
19,1,19,8,14,48.02,52.5888
19,1,19,8,15,48.02,52.5888
19,1,19,8,16,48.38,52.5888
19,1,19,8,17,48.2,52.5888
19,1,19,8,18,48.2,52.5888
19,1,19,8,19,46.4,52.5888
19,1,19,8,20,46.94,52.5888
19,1,19,8,21,46.94,52.5888
19,1,19,8,22,46.94,52.5888
19,1,19,8,23,46.94,52.5888
19,1,19,8,24,46.94,52.5888
20,1,20,3,1,46.76,52.5684
20,1,20,3,2,46.04,52.5684
20,1,20,3,3,46.04,52.5684
20,1,20,3,4,46.22,52.5684
20,1,20,3,5,46.22,52.5684
20,1,20,3,6,46.04,52.5684
20,1,20,3,7,46.22,52.5684
20,1,20,3,8,46.04,52.5684
20,1,20,3,9,46.22,52.5684
20,1,20,3,10,46.94,52.5684
20,1,20,3,11,46.76,52.5684
20,1,20,3,12,49.28,52.5684
20,1,20,3,13,50.18,52.5684
20,1,20,3,14,52.52,52.5684
20,1,20,3,15,54.14,52.5684
20,1,20,3,16,54.32,52.5684
20,1,20,3,17,53.42,52.5684
20,1,20,3,18,51.62,52.5684
20,1,20,3,19,48.74,52.5684
20,1,20,3,20,46.76,52.5684
20,1,20,3,21,44.78,52.5684
20,1,20,3,22,43.88,52.5684
20,1,20,3,23,41.36,52.5684
20,1,20,3,24,41,52.5684
21,1,21,4,1,39.74,52.58
21,1,21,4,2,36.68,52.58
21,1,21,4,3,35.78,52.58
21,1,21,4,4,34.34,52.58
21,1,21,4,5,35.78,52.58
21,1,21,4,6,35.24,52.58
21,1,21,4,7,33.98,52.58
21,1,21,4,8,35.06,52.58
21,1,21,4,9,37.04,52.58
21,1,21,4,10,42.08,52.58
21,1,21,4,11,49.46,52.58
21,1,21,4,12,54.14,52.58
21,1,21,4,13,56.12,52.58
21,1,21,4,14,57.38,52.58
21,1,21,4,15,60.08,52.58
21,1,21,4,16,60.08,52.58
21,1,21,4,17,58.82,52.58
21,1,21,4,18,57.38,52.58
21,1,21,4,19,52.7,52.58
21,1,21,4,20,49.82,52.58
21,1,21,4,21,42.98,52.58
21,1,21,4,22,43.52,52.58
21,1,21,4,23,43.88,52.58
21,1,21,4,24,42.8,52.58
22,1,22,5,1,42.08,52.5351
22,1,22,5,2,41,52.5351
22,1,22,5,3,41,52.5351
22,1,22,5,4,37.04,52.5351
22,1,22,5,5,35.78,52.5351
22,1,22,5,6,35.06,52.5351
22,1,22,5,7,33.98,52.5351
22,1,22,5,8,33.98,52.5351
22,1,22,5,9,42.08,52.5351
22,1,22,5,10,46.94,52.5351
22,1,22,5,11,51.08,52.5351
22,1,22,5,12,51.08,52.5351
22,1,22,5,13,52.16,52.5351
22,1,22,5,14,54.14,52.5351
22,1,22,5,15,55.04,52.5351
22,1,22,5,16,54.86,52.5351
22,1,22,5,17,53.96,52.5351
22,1,22,5,18,52.34,52.5351
22,1,22,5,19,46.76,52.5351
22,1,22,5,20,45.5,52.5351
22,1,22,5,21,41.9,52.5351
22,1,22,5,22,41,52.5351
22,1,22,5,23,40.82,52.5351
22,1,22,5,24,37.58,52.5351
23,1,23,6,1,35.06,52.4978
23,1,23,6,2,35.06,52.4978
23,1,23,6,3,33.08,52.4978
23,1,23,6,4,32,52.4978
23,1,23,6,5,32,52.4978
23,1,23,6,6,33.08,52.4978
23,1,23,6,7,33.08,52.4978
23,1,23,6,8,35.06,52.4978
23,1,23,6,9,37.04,52.4978
23,1,23,6,10,39.02,52.4978
23,1,23,6,11,41,52.4978
23,1,23,6,12,44.96,52.4978
23,1,23,6,13,48.02,52.4978
23,1,23,6,14,48.02,52.4978
23,1,23,6,15,51.08,52.4978
23,1,23,6,16,50.72,52.4978
23,1,23,6,17,48.92,52.4978
23,1,23,6,18,47.84,52.4978
23,1,23,6,19,46.22,52.4978
23,1,23,6,20,44.24,52.4978
23,1,23,6,21,43.7,52.4978
23,1,23,6,22,42.98,52.4978
23,1,23,6,23,43.34,52.4978
23,1,23,6,24,43.7,52.4978
24,1,24,7,1,42.98,52.4017
24,1,24,7,2,44.06,52.4017
24,1,24,7,3,44.06,52.4017
24,1,24,7,4,44.96,52.4017
24,1,24,7,5,44.96,52.4017
24,1,24,7,6,44.96,52.4017
24,1,24,7,7,46.04,52.4017
24,1,24,7,8,45.86,52.4017
24,1,24,7,9,46.04,52.4017
24,1,24,7,10,48.02,52.4017
24,1,24,7,11,48.02,52.4017
24,1,24,7,12,48.56,52.4017
24,1,24,7,13,50,52.4017
24,1,24,7,14,50.18,52.4017
24,1,24,7,15,51.8,52.4017
24,1,24,7,16,51.62,52.4017
24,1,24,7,17,51.08,52.4017
24,1,24,7,18,50.9,52.4017
24,1,24,7,19,50,52.4017
24,1,24,7,20,50,52.4017
24,1,24,7,21,50,52.4017
24,1,24,7,22,50,52.4017
24,1,24,7,23,49.64,52.4017
24,1,24,7,24,48.92,52.4017
25,1,25,1,1,48.92,52.4687
25,1,25,1,2,48.92,52.4687
25,1,25,1,3,48.02,52.4687
25,1,25,1,4,46.58,52.4687
25,1,25,1,5,43.88,52.4687
25,1,25,1,6,41.9,52.4687
25,1,25,1,7,41.18,52.4687
25,1,25,1,8,42.26,52.4687
25,1,25,1,9,44.24,52.4687
25,1,25,1,10,46.22,52.4687
25,1,25,1,11,48.56,52.4687
25,1,25,1,12,52.16,52.4687
25,1,25,1,13,54.14,52.4687
25,1,25,1,14,54.86,52.4687
25,1,25,1,15,53.78,52.4687
25,1,25,1,16,53.06,52.4687
25,1,25,1,17,51.98,52.4687
25,1,25,1,18,50.9,52.4687
25,1,25,1,19,48.38,52.4687
25,1,25,1,20,43.88,52.4687
25,1,25,1,21,41.72,52.4687
25,1,25,1,22,39.02,52.4687
25,1,25,1,23,38.84,52.4687
25,1,25,1,24,38.12,52.4687
26,1,26,2,1,38.84,52.531
26,1,26,2,2,38.12,52.531
26,1,26,2,3,38.84,52.531
26,1,26,2,4,38.12,52.531
26,1,26,2,5,39.92,52.531
26,1,26,2,6,39.74,52.531
26,1,26,2,7,38.12,52.531
26,1,26,2,8,39.38,52.531
26,1,26,2,9,42.26,52.531
26,1,26,2,10,44.42,52.531
26,1,26,2,11,47.12,52.531
26,1,26,2,12,49.1,52.531
26,1,26,2,13,50,52.531
26,1,26,2,14,50.18,52.531
26,1,26,2,15,51.08,52.531
26,1,26,2,16,50.9,52.531
26,1,26,2,17,50.54,52.531
26,1,26,2,18,50,52.531
26,1,26,2,19,50,52.531
26,1,26,2,20,50,52.531
26,1,26,2,21,49.82,52.531
26,1,26,2,22,48.92,52.531
26,1,26,2,23,48.92,52.531
26,1,26,2,24,48.92,52.531
27,1,27,3,1,48.92,52.4789
27,1,27,3,2,49.1,52.4789
27,1,27,3,3,49.82,52.4789
27,1,27,3,4,48.92,52.4789
27,1,27,3,5,48.56,52.4789
27,1,27,3,6,49.82,52.4789
27,1,27,3,7,48.2,52.4789
27,1,27,3,8,50,52.4789
27,1,27,3,9,50,52.4789
27,1,27,3,10,49.28,52.4789
27,1,27,3,11,51.08,52.4789
27,1,27,3,12,50,52.4789
27,1,27,3,13,51.26,52.4789
27,1,27,3,14,51.98,52.4789
27,1,27,3,15,51.26,52.4789
27,1,27,3,16,51.44,52.4789
27,1,27,3,17,51.8,52.4789
27,1,27,3,18,50.54,52.4789
27,1,27,3,19,51.62,52.4789
27,1,27,3,20,51.44,52.4789
27,1,27,3,21,49.82,52.4789
27,1,27,3,22,48.92,52.4789
27,1,27,3,23,48.74,52.4789
27,1,27,3,24,46.76,52.4789
28,1,28,4,1,46.76,52.3912
28,1,28,4,2,47.66,52.3912
28,1,28,4,3,46.76,52.3912
28,1,28,4,4,45.68,52.3912
28,1,28,4,5,44.96,52.3912
28,1,28,4,6,44.78,52.3912
28,1,28,4,7,44.24,52.3912
28,1,28,4,8,42.98,52.3912
28,1,28,4,9,44.06,52.3912
28,1,28,4,10,46.04,52.3912
28,1,28,4,11,48.2,52.3912
28,1,28,4,12,50.18,52.3912
28,1,28,4,13,52.16,52.3912
28,1,28,4,14,53.96,52.3912
28,1,28,4,15,53.96,52.3912
28,1,28,4,16,53.42,52.3912
28,1,28,4,17,52.88,52.3912
28,1,28,4,18,51.8,52.3912
28,1,28,4,19,50.9,52.3912
28,1,28,4,20,49.82,52.3912
28,1,28,4,21,48.92,52.3912
28,1,28,4,22,48.38,52.3912
28,1,28,4,23,44.06,52.3912
28,1,28,4,24,43.88,52.3912
29,1,29,5,1,41,52.322
29,1,29,5,2,41,52.322
29,1,29,5,3,40.82,52.322
29,1,29,5,4,39.02,52.322
29,1,29,5,5,39.02,52.322
29,1,29,5,6,39.92,52.322
29,1,29,5,7,39.92,52.322
29,1,29,5,8,41,52.322
29,1,29,5,9,42.08,52.322
29,1,29,5,10,44.06,52.322
29,1,29,5,11,46.22,52.322
29,1,29,5,12,48.2,52.322
29,1,29,5,13,49.28,52.322
29,1,29,5,14,51.62,52.322
29,1,29,5,15,52.88,52.322
29,1,29,5,16,52.88,52.322
29,1,29,5,17,52.34,52.322
29,1,29,5,18,51.44,52.322
29,1,29,5,19,50.9,52.322
29,1,29,5,20,48.56,52.322
29,1,29,5,21,46.58,52.322
29,1,29,5,22,46.58,52.322
29,1,29,5,23,46.58,52.322
29,1,29,5,24,48.2,52.322
30,1,30,6,1,48.74,52.2312
30,1,30,6,2,47.66,52.2312
30,1,30,6,3,45.86,52.2312
30,1,30,6,4,44.96,52.2312
30,1,30,6,5,45.32,52.2312
30,1,30,6,6,46.22,52.2312
30,1,30,6,7,46.58,52.2312
30,1,30,6,8,46.94,52.2312
30,1,30,6,9,46.94,52.2312
30,1,30,6,10,47.12,52.2312
30,1,30,6,11,49.1,52.2312
30,1,30,6,12,51.62,52.2312
30,1,30,6,13,55.22,52.2312
30,1,30,6,14,56.12,52.2312
30,1,30,6,15,56.84,52.2312
30,1,30,6,16,56.12,52.2312
30,1,30,6,17,54.86,52.2312
30,1,30,6,18,53.6,52.2312
30,1,30,6,19,51.08,52.2312
30,1,30,6,20,50.9,52.2312
30,1,30,6,21,48.56,52.2312
30,1,30,6,22,46.22,52.2312
30,1,30,6,23,46.94,52.2312
30,1,30,6,24,46.76,52.2312
31,1,31,7,1,44.96,52.18
31,1,31,7,2,44.78,52.18
31,1,31,7,3,43.88,52.18
31,1,31,7,4,42.8,52.18
