"TDSv30 V01R12 V01 R12 EGLASS20 NGAS PVSTD  /  Proposed  /  2022_CZ16_2100ft2_Std_3_BR_HPWH_NEEA.ribd22  /  C:/Users/sbecker/IECC HPWH Runs/inlet_ambient_air_temp/2022_CZ16_2100ft2_Std_3_BR_HPWH_NEEA - batch/",001
"Mon 20-Dec-21   4:25:54 pm"
"DHWhr","Hour"
"Julien","Mo","Day","DOWH","Hour","t_outdoor_drybulb","t_Inlet"
15,1,15,5,3,41,43.9947
15,1,15,5,4,41,43.9947
15,1,15,5,5,41,43.9947
15,1,15,5,6,40.82,43.9947
15,1,15,5,7,39.92,43.9947
15,1,15,5,8,40.28,43.9947
15,1,15,5,9,43.52,43.9947
15,1,15,5,10,46.94,43.9947
15,1,15,5,11,48.02,43.9947
15,1,15,5,12,48.2,43.9947
15,1,15,5,13,48.92,43.9947
15,1,15,5,14,48.92,43.9947
15,1,15,5,15,48.74,43.9947
15,1,15,5,16,47.48,43.9947
15,1,15,5,17,46.22,43.9947
15,1,15,5,18,44.96,43.9947
15,1,15,5,19,44.78,43.9947
15,1,15,5,20,43.88,43.9947
15,1,15,5,21,43.16,43.9947
15,1,15,5,22,43.88,43.9947
15,1,15,5,23,42.8,43.9947
15,1,15,5,24,42.26,43.9947
16,1,16,6,1,42.98,43.8384
16,1,16,6,2,42.98,43.8384
16,1,16,6,3,43.16,43.8384
16,1,16,6,4,43.88,43.8384
16,1,16,6,5,42.8,43.8384
16,1,16,6,6,42.08,43.8384
16,1,16,6,7,42.26,43.8384
16,1,16,6,8,42.98,43.8384
16,1,16,6,9,45.14,43.8384
16,1,16,6,10,45.86,43.8384
16,1,16,6,11,45.14,43.8384
16,1,16,6,12,46.22,43.8384
16,1,16,6,13,47.84,43.8384
16,1,16,6,14,47.12,43.8384
16,1,16,6,15,48.38,43.8384
16,1,16,6,16,47.66,43.8384
16,1,16,6,17,46.76,43.8384
16,1,16,6,18,47.84,43.8384
16,1,16,6,19,46.94,43.8384
16,1,16,6,20,46.22,43.8384
16,1,16,6,21,42.26,43.8384
16,1,16,6,22,44.42,43.8384
16,1,16,6,23,46.76,43.8384
16,1,16,6,24,45.14,43.8384
17,1,17,7,1,45.86,43.7168
17,1,17,7,2,44.06,43.7168
17,1,17,7,3,43.16,43.7168
17,1,17,7,4,44.24,43.7168
17,1,17,7,5,44.96,43.7168
17,1,17,7,6,45.14,43.7168
17,1,17,7,7,46.22,43.7168
17,1,17,7,8,48.38,43.7168
17,1,17,7,9,51.08,43.7168
17,1,17,7,10,50.9,43.7168
17,1,17,7,11,50,43.7168
17,1,17,7,12,49.64,43.7168
17,1,17,7,13,46.94,43.7168
17,1,17,7,14,46.04,43.7168
17,1,17,7,15,44.96,43.7168
17,1,17,7,16,44.6,43.7168
17,1,17,7,17,43.88,43.7168
17,1,17,7,18,42.8,43.7168
17,1,17,7,19,40.82,43.7168
17,1,17,7,20,39.74,43.7168
17,1,17,7,21,39.2,43.7168
17,1,17,7,22,40.28,43.7168
17,1,17,7,23,41.9,43.7168
17,1,17,7,24,41.18,43.7168
18,1,18,1,1,41.72,43.5544
18,1,18,1,2,39.74,43.5544
18,1,18,1,3,38.84,43.5544
18,1,18,1,4,37.22,43.5544
18,1,18,1,5,39.2,43.5544
18,1,18,1,6,40.1,43.5544
18,1,18,1,7,40.82,43.5544
18,1,18,1,8,40.28,43.5544
18,1,18,1,9,42.26,43.5544
18,1,18,1,10,44.24,43.5544
18,1,18,1,11,44.96,43.5544
18,1,18,1,12,44.96,43.5544
18,1,18,1,13,45.14,43.5544
18,1,18,1,14,46.04,43.5544
18,1,18,1,15,45.86,43.5544
18,1,18,1,16,43.88,43.5544
18,1,18,1,17,42.08,43.5544
18,1,18,1,18,41.54,43.5544
18,1,18,1,19,40.82,43.5544
18,1,18,1,20,39.92,43.5544
18,1,18,1,21,39.92,43.5544
18,1,18,1,22,39.92,43.5544
18,1,18,1,23,39.92,43.5544
18,1,18,1,24,39.92,43.5544
19,1,19,8,1,39.74,43.3239
19,1,19,8,2,38.12,43.3239
19,1,19,8,3,39.02,43.3239
19,1,19,8,4,38.84,43.3239
19,1,19,8,5,37.76,43.3239
19,1,19,8,6,37.22,43.3239
19,1,19,8,7,37.94,43.3239
19,1,19,8,8,38.3,43.3239
19,1,19,8,9,41.18,43.3239
19,1,19,8,10,42.08,43.3239
19,1,19,8,11,42.26,43.3239
19,1,19,8,12,42.98,43.3239
19,1,19,8,13,43.16,43.3239
19,1,19,8,14,44.06,43.3239
19,1,19,8,15,43.88,43.3239
19,1,19,8,16,42.26,43.3239
19,1,19,8,17,40.82,43.3239
19,1,19,8,18,39.56,43.3239
19,1,19,8,19,37.04,43.3239
19,1,19,8,20,37.22,43.3239
19,1,19,8,21,37.76,43.3239
19,1,19,8,22,36.68,43.3239
19,1,19,8,23,33.98,43.3239
19,1,19,8,24,33.62,43.3239
20,1,20,3,1,31.28,43.0852
20,1,20,3,2,33.98,43.0852
20,1,20,3,3,34.16,43.0852
20,1,20,3,4,35.06,43.0852
20,1,20,3,5,35.06,43.0852
20,1,20,3,6,35.06,43.0852
20,1,20,3,7,35.24,43.0852
20,1,20,3,8,36.14,43.0852
20,1,20,3,9,38.12,43.0852
20,1,20,3,10,40.1,43.0852
20,1,20,3,11,41.18,43.0852
20,1,20,3,12,42.08,43.0852
20,1,20,3,13,41.9,43.0852
20,1,20,3,14,41,43.0852
20,1,20,3,15,40.82,43.0852
20,1,20,3,16,39.92,43.0852
20,1,20,3,17,38.84,43.0852
20,1,20,3,18,37.76,43.0852
20,1,20,3,19,35.96,43.0852
20,1,20,3,20,35.78,43.0852
20,1,20,3,21,34.88,43.0852
20,1,20,3,22,33.98,43.0852
20,1,20,3,23,33.98,43.0852
20,1,20,3,24,33.8,43.0852
21,1,21,4,1,33.08,42.8812
21,1,21,4,2,32.9,42.8812
21,1,21,4,3,31.82,42.8812
21,1,21,4,4,30.92,42.8812
21,1,21,4,5,30.74,42.8812
21,1,21,4,6,30.02,42.8812
21,1,21,4,7,30.02,42.8812
21,1,21,4,8,31.64,42.8812
21,1,21,4,9,35.96,42.8812
21,1,21,4,10,36.5,42.8812
21,1,21,4,11,40.46,42.8812
21,1,21,4,12,44.06,42.8812
21,1,21,4,13,44.24,42.8812
21,1,21,4,14,45.14,42.8812
21,1,21,4,15,45.86,42.8812
21,1,21,4,16,45.14,42.8812
21,1,21,4,17,43.34,42.8812
21,1,21,4,18,41.54,42.8812
21,1,21,4,19,37.94,42.8812
21,1,21,4,20,37.76,42.8812
21,1,21,4,21,37.22,42.8812
21,1,21,4,22,37.94,42.8812
21,1,21,4,23,39.02,42.8812
21,1,21,4,24,39.02,42.8812
22,1,22,5,1,39.02,42.7702
22,1,22,5,2,39.02,42.7702
22,1,22,5,3,37.94,42.7702
22,1,22,5,4,39.92,42.7702
22,1,22,5,5,41,42.7702
22,1,22,5,6,41,42.7702
22,1,22,5,7,42.98,42.7702
22,1,22,5,8,46.04,42.7702
22,1,22,5,9,48.02,42.7702
22,1,22,5,10,48.02,42.7702
22,1,22,5,11,48.02,42.7702
22,1,22,5,12,46.94,42.7702
22,1,22,5,13,48.92,42.7702
22,1,22,5,14,48.92,42.7702
22,1,22,5,15,48.92,42.7702
22,1,22,5,16,48.2,42.7702
22,1,22,5,17,47.84,42.7702
22,1,22,5,18,47.48,42.7702
22,1,22,5,19,51.26,42.7702
22,1,22,5,20,51.8,42.7702
22,1,22,5,21,50,42.7702
22,1,22,5,22,50.18,42.7702
22,1,22,5,23,50.72,42.7702
22,1,22,5,24,48.92,42.7702
23,1,23,6,1,48.2,42.7739
23,1,23,6,2,43.34,42.7739
23,1,23,6,3,38.84,42.7739
23,1,23,6,4,37.04,42.7739
23,1,23,6,5,37.22,42.7739
23,1,23,6,6,38.12,42.7739
23,1,23,6,7,39.02,42.7739
23,1,23,6,8,39.2,42.7739
23,1,23,6,9,40.28,42.7739
23,1,23,6,10,42.44,42.7739
23,1,23,6,11,45.14,42.7739
23,1,23,6,12,45.86,42.7739
23,1,23,6,13,45.14,42.7739
23,1,23,6,14,45.86,42.7739
23,1,23,6,15,44.42,42.7739
23,1,23,6,16,41.9,42.7739
23,1,23,6,17,39.92,42.7739
23,1,23,6,18,39.2,42.7739
23,1,23,6,19,39.56,42.7739
23,1,23,6,20,37.04,42.7739
23,1,23,6,21,37.04,42.7739
23,1,23,6,22,37.04,42.7739
23,1,23,6,23,36.86,42.7739
23,1,23,6,24,35.6,42.7739
24,1,24,7,1,28.94,42.7194
24,1,24,7,2,30.02,42.7194
24,1,24,7,3,32,42.7194
24,1,24,7,4,32.18,42.7194
24,1,24,7,5,33.62,42.7194
24,1,24,7,6,30.92,42.7194
24,1,24,7,7,32,42.7194
24,1,24,7,8,32,42.7194
24,1,24,7,9,30.92,42.7194
24,1,24,7,10,32,42.7194
24,1,24,7,11,32,42.7194
24,1,24,7,12,32,42.7194
24,1,24,7,13,32,42.7194
24,1,24,7,14,32,42.7194
24,1,24,7,15,32,42.7194
24,1,24,7,16,32,42.7194
24,1,24,7,17,32,42.7194
24,1,24,7,18,31.1,42.7194
24,1,24,7,19,30.2,42.7194
24,1,24,7,20,30.2,42.7194
24,1,24,7,21,30.2,42.7194
24,1,24,7,22,30.2,42.7194
24,1,24,7,23,30.2,42.7194
24,1,24,7,24,30.2,42.7194
25,1,25,1,1,28.94,42.5058
25,1,25,1,2,28.76,42.5058
25,1,25,1,3,28.04,42.5058
25,1,25,1,4,26.78,42.5058
25,1,25,1,5,26.06,42.5058
25,1,25,1,6,25.88,42.5058
25,1,25,1,7,24.08,42.5058
25,1,25,1,8,24.44,42.5058
25,1,25,1,9,27.14,42.5058
25,1,25,1,10,29.3,42.5058
25,1,25,1,11,32.18,42.5058
25,1,25,1,12,34.16,42.5058
25,1,25,1,13,36.14,42.5058
25,1,25,1,14,36.86,42.5058
25,1,25,1,15,35.06,42.5058
25,1,25,1,16,34.88,42.5058
25,1,25,1,17,33.98,42.5058
25,1,25,1,18,32.72,42.5058
25,1,25,1,19,30.74,42.5058
25,1,25,1,20,30.02,42.5058
25,1,25,1,21,30.38,42.5058
25,1,25,1,22,30.92,42.5058
25,1,25,1,23,30.92,42.5058
25,1,25,1,24,30.92,42.5058
26,1,26,2,1,30.74,42.3468
26,1,26,2,2,28.94,42.3468
26,1,26,2,3,29.12,42.3468
26,1,26,2,4,29.84,42.3468
26,1,26,2,5,28.04,42.3468
26,1,26,2,6,28.22,42.3468
26,1,26,2,7,29.12,42.3468
26,1,26,2,8,30.2,42.3468
26,1,26,2,9,30.74,42.3468
26,1,26,2,10,30.92,42.3468
26,1,26,2,11,31.82,42.3468
26,1,26,2,12,30.92,42.3468
26,1,26,2,13,30.74,42.3468
26,1,26,2,14,30.92,42.3468
26,1,26,2,15,28.04,42.3468
26,1,26,2,16,27.86,42.3468
26,1,26,2,17,28.4,42.3468
26,1,26,2,18,28.76,42.3468
26,1,26,2,19,28.76,42.3468
26,1,26,2,20,30.2,42.3468
26,1,26,2,21,30.2,42.3468
26,1,26,2,22,28.4,42.3468
26,1,26,2,23,28.58,42.3468
26,1,26,2,24,28.58,42.3468
27,1,27,3,1,29.84,42.2382
27,1,27,3,2,28.4,42.2382
27,1,27,3,3,30.02,42.2382
27,1,27,3,4,30.02,42.2382
27,1,27,3,5,30.02,42.2382
27,1,27,3,6,30.92,42.2382
27,1,27,3,7,30.92,42.2382
27,1,27,3,8,30.92,42.2382
27,1,27,3,9,32,42.2382
27,1,27,3,10,33.08,42.2382
27,1,27,3,11,33.08,42.2382
27,1,27,3,12,32,42.2382
27,1,27,3,13,33.08,42.2382
27,1,27,3,14,33.08,42.2382
27,1,27,3,15,32,42.2382
27,1,27,3,16,32,42.2382
27,1,27,3,17,31.46,42.2382
27,1,27,3,18,30.74,42.2382
27,1,27,3,19,30.38,42.2382
27,1,27,3,20,30.2,42.2382
27,1,27,3,21,30.74,42.2382
27,1,27,3,22,30.56,42.2382
27,1,27,3,23,30.2,42.2382
27,1,27,3,24,30.02,42.2382
28,1,28,4,1,29.84,42.1081
28,1,28,4,2,29.12,42.1081
28,1,28,4,3,30.02,42.1081
28,1,28,4,4,30.02,42.1081
28,1,28,4,5,30.2,42.1081
28,1,28,4,6,31.1,42.1081
28,1,28,4,7,32,42.1081
28,1,28,4,8,32.18,42.1081
28,1,28,4,9,33.26,42.1081
28,1,28,4,10,34.16,42.1081
28,1,28,4,11,36.14,42.1081
28,1,28,4,12,37.04,42.1081
28,1,28,4,13,37.04,42.1081
28,1,28,4,14,36.86,42.1081
28,1,28,4,15,35.96,42.1081
28,1,28,4,16,37.04,42.1081
28,1,28,4,17,35.96,42.1081
28,1,28,4,18,35.24,42.1081
28,1,28,4,19,36.14,42.1081
28,1,28,4,20,37.4,42.1081
28,1,28,4,21,37.22,42.1081
28,1,28,4,22,38.84,42.1081
28,1,28,4,23,37.4,42.1081
28,1,28,4,24,39.92,42.1081
29,1,29,5,1,39.92,42.0647
29,1,29,5,2,40.1,42.0647
29,1,29,5,3,41,42.0647
29,1,29,5,4,41,42.0647
29,1,29,5,5,40.82,42.0647
29,1,29,5,6,39.2,42.0647
29,1,29,5,7,41,42.0647
29,1,29,5,8,41.18,42.0647
29,1,29,5,9,43.34,42.0647
29,1,29,5,10,46.04,42.0647
29,1,29,5,11,46.4,42.0647
29,1,29,5,12,48.74,42.0647
29,1,29,5,13,48.02,42.0647
29,1,29,5,14,49.82,42.0647
29,1,29,5,15,47.84,42.0647
29,1,29,5,16,46.58,42.0647
29,1,29,5,17,45.5,42.0647
29,1,29,5,18,44.78,42.0647
29,1,29,5,19,43.88,42.0647
29,1,29,5,20,42.98,42.0647
29,1,29,5,21,42.62,42.0647
29,1,29,5,22,39.38,42.0647
29,1,29,5,23,38.66,42.0647
29,1,29,5,24,37.76,42.0647
30,1,30,6,1,37.04,42.1692
30,1,30,6,2,36.86,42.1692
30,1,30,6,3,35.78,42.1692
30,1,30,6,4,35.24,42.1692
30,1,30,6,5,35.06,42.1692
30,1,30,6,6,35.42,42.1692
30,1,30,6,7,33.08,42.1692
30,1,30,6,8,32,42.1692
30,1,30,6,9,30.92,42.1692
30,1,30,6,10,32,42.1692
30,1,30,6,11,32,42.1692
30,1,30,6,12,33.08,42.1692
30,1,30,6,13,33.08,42.1692
30,1,30,6,14,32,42.1692
30,1,30,6,15,30.74,42.1692
30,1,30,6,16,30.56,42.1692
30,1,30,6,17,30.56,42.1692
30,1,30,6,18,30.2,42.1692
30,1,30,6,19,28.4,42.1692
30,1,30,6,20,28.4,42.1692
30,1,30,6,21,28.76,42.1692
30,1,30,6,22,28.76,42.1692
30,1,30,6,23,28.22,42.1692
30,1,30,6,24,27.86,42.1692
31,1,31,7,1,26.78,42.1499
31,1,31,7,2,24.98,42.1499
