"TDSv30 V01R12 V01 R12 EGLASS20 NGAS PVSTD  /  Proposed  /  2022_CZ15_2100ft2_Std_3_BR_HPWH_NEEA.ribd22  /  C:/Users/sbecker/IECC HPWH Runs/inlet_ambient_air_temp/2022_CZ15_2100ft2_Std_3_BR_HPWH_NEEA - batch/",001
"Mon 20-Dec-21   4:25:15 pm"
"DHWhr","Hour"
"Julien","Mo","Day","DOWH","Hour","t_outdoor_drybulb","t_Inlet"
2,1,2,6,21,53.42,66.3876
2,1,2,6,22,51.8,66.3876
2,1,2,6,23,51.8,66.3876
2,1,2,6,24,51.62,66.3876
3,1,3,7,1,50,66.2583
3,1,3,7,2,50.18,66.2583
3,1,3,7,3,51.62,66.2583
3,1,3,7,4,50,66.2583
3,1,3,7,5,50.18,66.2583
3,1,3,7,6,51.62,66.2583
3,1,3,7,7,50.18,66.2583
3,1,3,7,8,51.98,66.2583
3,1,3,7,9,53.96,66.2583
3,1,3,7,10,58.1,66.2583
3,1,3,7,11,60.98,66.2583
3,1,3,7,12,62.6,66.2583
3,1,3,7,13,62.6,66.2583
3,1,3,7,14,62.6,66.2583
3,1,3,7,15,62.6,66.2583
3,1,3,7,16,60.98,66.2583
3,1,3,7,17,59.54,66.2583
3,1,3,7,18,57.02,66.2583
3,1,3,7,19,55.4,66.2583
3,1,3,7,20,55.04,66.2583
3,1,3,7,21,51.62,66.2583
3,1,3,7,22,49.82,66.2583
3,1,3,7,23,48.02,66.2583
3,1,3,7,24,46.58,66.2583
4,1,4,1,1,48.02,66.1577
4,1,4,1,2,46.4,66.1577
4,1,4,1,3,46.4,66.1577
4,1,4,1,4,46.4,66.1577
4,1,4,1,5,46.22,66.1577
4,1,4,1,6,44.42,66.1577
4,1,4,1,7,42.98,66.1577
4,1,4,1,8,45.14,66.1577
4,1,4,1,9,50.36,66.1577
4,1,4,1,10,53.78,66.1577
4,1,4,1,11,55.4,66.1577
4,1,4,1,12,55.58,66.1577
4,1,4,1,13,57.2,66.1577
4,1,4,1,14,57.2,66.1577
4,1,4,1,15,57.2,66.1577
4,1,4,1,16,56.48,66.1577
4,1,4,1,17,55.22,66.1577
4,1,4,1,18,53.06,66.1577
4,1,4,1,19,48.2,66.1577
4,1,4,1,20,48.38,66.1577
4,1,4,1,21,49.82,66.1577
4,1,4,1,22,48.02,66.1577
4,1,4,1,23,46.4,66.1577
4,1,4,1,24,46.4,66.1577
5,1,5,2,1,46.4,66.052
5,1,5,2,2,46.4,66.052
5,1,5,2,3,46.4,66.052
5,1,5,2,4,46.04,66.052
5,1,5,2,5,42.98,66.052
5,1,5,2,6,44.6,66.052
5,1,5,2,7,44.78,66.052
5,1,5,2,8,46.58,66.052
5,1,5,2,9,48.74,66.052
5,1,5,2,10,53.78,66.052
5,1,5,2,11,55.76,66.052
5,1,5,2,12,59,66.052
5,1,5,2,13,59.18,66.052
5,1,5,2,14,60.8,66.052
5,1,5,2,15,60.8,66.052
5,1,5,2,16,60.08,66.052
5,1,5,2,17,58.82,66.052
5,1,5,2,18,57.02,66.052
5,1,5,2,19,55.22,66.052
5,1,5,2,20,53.42,66.052
5,1,5,2,21,51.8,66.052
5,1,5,2,22,51.62,66.052
5,1,5,2,23,49.82,66.052
5,1,5,2,24,48.02,66.052
6,1,6,3,1,46.04,66.0113
6,1,6,3,2,42.8,66.0113
6,1,6,3,3,42.98,66.0113
6,1,6,3,4,44.24,66.0113
6,1,6,3,5,41.18,66.0113
6,1,6,3,6,43.16,66.0113
6,1,6,3,7,46.22,66.0113
6,1,6,3,8,44.96,66.0113
6,1,6,3,9,48.92,66.0113
6,1,6,3,10,53.96,66.0113
6,1,6,3,11,57.38,66.0113
6,1,6,3,12,59,66.0113
6,1,6,3,13,59.18,66.0113
6,1,6,3,14,60.8,66.0113
6,1,6,3,15,60.62,66.0113
6,1,6,3,16,59.54,66.0113
6,1,6,3,17,57.92,66.0113
6,1,6,3,18,57.02,66.0113
6,1,6,3,19,55.22,66.0113
6,1,6,3,20,53.6,66.0113
6,1,6,3,21,53.6,66.0113
6,1,6,3,22,53.6,66.0113
6,1,6,3,23,53.42,66.0113
6,1,6,3,24,52.52,66.0113
7,1,7,4,1,51.8,65.9072
7,1,7,4,2,51.8,65.9072
7,1,7,4,3,51.62,65.9072
7,1,7,4,4,50,65.9072
7,1,7,4,5,49.82,65.9072
7,1,7,4,6,48.56,65.9072
7,1,7,4,7,51.62,65.9072
7,1,7,4,8,50.36,65.9072
7,1,7,4,9,54.32,65.9072
7,1,7,4,10,59.36,65.9072
7,1,7,4,11,62.78,65.9072
7,1,7,4,12,64.58,65.9072
7,1,7,4,13,66.2,65.9072
7,1,7,4,14,66.2,65.9072
7,1,7,4,15,66.02,65.9072
7,1,7,4,16,64.94,65.9072
7,1,7,4,17,63.32,65.9072
7,1,7,4,18,61.88,65.9072
7,1,7,4,19,56.84,65.9072
7,1,7,4,20,53.42,65.9072
7,1,7,4,21,51.62,65.9072
7,1,7,4,22,49.82,65.9072
7,1,7,4,23,48.2,65.9072
7,1,7,4,24,48.2,65.9072
8,1,8,5,1,48.2,65.8696
8,1,8,5,2,48.02,65.8696
8,1,8,5,3,46.22,65.8696
8,1,8,5,4,44.42,65.8696
8,1,8,5,5,42.98,65.8696
8,1,8,5,6,44.6,65.8696
8,1,8,5,7,44.78,65.8696
8,1,8,5,8,47.12,65.8696
8,1,8,5,9,52.88,65.8696
8,1,8,5,10,61.16,65.8696
8,1,8,5,11,64.58,65.8696
8,1,8,5,12,66.56,65.8696
8,1,8,5,13,69.8,65.8696
8,1,8,5,14,69.98,65.8696
8,1,8,5,15,71.6,65.8696
8,1,8,5,16,70.16,65.8696
8,1,8,5,17,67.64,65.8696
8,1,8,5,18,64.04,65.8696
8,1,8,5,19,60.44,65.8696
8,1,8,5,20,57.02,65.8696
8,1,8,5,21,55.22,65.8696
8,1,8,5,22,53.42,65.8696
8,1,8,5,23,51.8,65.8696
8,1,8,5,24,51.44,65.8696
9,1,9,6,1,48.02,65.8059
9,1,9,6,2,46.58,65.8059
9,1,9,6,3,48.2,65.8059
9,1,9,6,4,48.02,65.8059
9,1,9,6,5,46.58,65.8059
9,1,9,6,6,48.02,65.8059
9,1,9,6,7,47.48,65.8059
9,1,9,6,8,55.58,65.8059
9,1,9,6,9,58.28,65.8059
9,1,9,6,10,66.92,65.8059
9,1,9,6,11,71.96,65.8059
9,1,9,6,12,75.2,65.8059
9,1,9,6,13,75.38,65.8059
9,1,9,6,14,77.18,65.8059
9,1,9,6,15,78.44,65.8059
9,1,9,6,16,76.46,65.8059
9,1,9,6,17,73.22,65.8059
9,1,9,6,18,70.7,65.8059
9,1,9,6,19,64.4,65.8059
9,1,9,6,20,64.4,65.8059
9,1,9,6,21,64.4,65.8059
9,1,9,6,22,64.04,65.8059
9,1,9,6,23,60.8,65.8059
9,1,9,6,24,60.08,65.8059
10,1,10,7,1,55.76,65.7571
10,1,10,7,2,58.64,65.7571
10,1,10,7,3,55.76,65.7571
10,1,10,7,4,58.64,65.7571
10,1,10,7,5,55.22,65.7571
10,1,10,7,6,53.6,65.7571
10,1,10,7,7,53.78,65.7571
10,1,10,7,8,56.12,65.7571
10,1,10,7,9,61.7,65.7571
10,1,10,7,10,68.72,65.7571
10,1,10,7,11,73.58,65.7571
10,1,10,7,12,75.38,65.7571
10,1,10,7,13,77,65.7571
10,1,10,7,14,77.18,65.7571
10,1,10,7,15,78.62,65.7571
10,1,10,7,16,76.64,65.7571
10,1,10,7,17,73.94,65.7571
10,1,10,7,18,70.52,65.7571
10,1,10,7,19,62.6,65.7571
10,1,10,7,20,62.6,65.7571
10,1,10,7,21,62.6,65.7571
10,1,10,7,22,61.88,65.7571
10,1,10,7,23,57.2,65.7571
10,1,10,7,24,56.84,65.7571
11,1,11,1,1,53.6,65.6931
11,1,11,1,2,53.42,65.6931
11,1,11,1,3,51.8,65.6931
11,1,11,1,4,51.8,65.6931
11,1,11,1,5,51.62,65.6931
11,1,11,1,6,50,65.6931
11,1,11,1,7,50.36,65.6931
11,1,11,1,8,54.86,65.6931
11,1,11,1,9,65.3,65.6931
11,1,11,1,10,71.96,65.6931
11,1,11,1,11,75.2,65.6931
11,1,11,1,12,75.38,65.6931
11,1,11,1,13,77.18,65.6931
11,1,11,1,14,78.8,65.6931
11,1,11,1,15,78.62,65.6931
11,1,11,1,16,76.82,65.6931
11,1,11,1,17,73.94,65.6931
11,1,11,1,18,70.52,65.6931
11,1,11,1,19,62.6,65.6931
11,1,11,1,20,62.42,65.6931
11,1,11,1,21,60.44,65.6931
11,1,11,1,22,57.38,65.6931
11,1,11,1,23,58.64,65.6931
11,1,11,1,24,55.4,65.6931
12,1,12,2,1,55.4,65.5947
12,1,12,2,2,55.22,65.5947
12,1,12,2,3,53.78,65.5947
12,1,12,2,4,55.04,65.5947
12,1,12,2,5,51.62,65.5947
12,1,12,2,6,50.18,65.5947
12,1,12,2,7,52.16,65.5947
12,1,12,2,8,56.12,65.5947
12,1,12,2,9,61.52,65.5947
12,1,12,2,10,66.56,65.5947
12,1,12,2,11,69.8,65.5947
12,1,12,2,12,71.42,65.5947
12,1,12,2,13,71.78,65.5947
12,1,12,2,14,73.4,65.5947
12,1,12,2,15,73.4,65.5947
12,1,12,2,16,72.86,65.5947
12,1,12,2,17,71.42,65.5947
12,1,12,2,18,69.44,65.5947
12,1,12,2,19,65.48,65.5947
12,1,12,2,20,60.44,65.5947
12,1,12,2,21,57.2,65.5947
12,1,12,2,22,57.02,65.5947
12,1,12,2,23,55.22,65.5947
12,1,12,2,24,53.6,65.5947
13,1,13,3,1,53.42,65.4945
13,1,13,3,2,51.8,65.4945
13,1,13,3,3,51.62,65.4945
13,1,13,3,4,50,65.4945
13,1,13,3,5,50.18,65.4945
13,1,13,3,6,51.62,65.4945
13,1,13,3,7,50.36,65.4945
13,1,13,3,8,54.5,65.4945
13,1,13,3,9,61.88,65.4945
13,1,13,3,10,70.16,65.4945
13,1,13,3,11,73.76,65.4945
13,1,13,3,12,77.18,65.4945
13,1,13,3,13,78.8,65.4945
13,1,13,3,14,78.98,65.4945
13,1,13,3,15,80.42,65.4945
13,1,13,3,16,78.44,65.4945
13,1,13,3,17,75.74,65.4945
13,1,13,3,18,73.22,65.4945
13,1,13,3,19,71.42,65.4945
13,1,13,3,20,69.44,65.4945
13,1,13,3,21,66.2,65.4945
13,1,13,3,22,66.02,65.4945
13,1,13,3,23,64.4,65.4945
13,1,13,3,24,64.4,65.4945
14,1,14,4,1,64.4,65.4448
14,1,14,4,2,64.22,65.4448
14,1,14,4,3,62.42,65.4448
14,1,14,4,4,60.44,65.4448
14,1,14,4,5,57.56,65.4448
14,1,14,4,6,60.8,65.4448
14,1,14,4,7,60.8,65.4448
14,1,14,4,8,61.88,65.4448
14,1,14,4,9,70.52,65.4448
14,1,14,4,10,75.38,65.4448
14,1,14,4,11,78.26,65.4448
14,1,14,4,12,79.16,65.4448
14,1,14,4,13,78.26,65.4448
14,1,14,4,14,78.8,65.4448
14,1,14,4,15,78.8,65.4448
14,1,14,4,16,77.36,65.4448
14,1,14,4,17,75.74,65.4448
14,1,14,4,18,73.04,65.4448
14,1,14,4,19,69.62,65.4448
14,1,14,4,20,67.82,65.4448
14,1,14,4,21,66.02,65.4448
14,1,14,4,22,64.4,65.4448
14,1,14,4,23,63.5,65.4448
14,1,14,4,24,57.02,65.4448
15,1,15,5,1,55.22,65.4086
15,1,15,5,2,53.6,65.4086
15,1,15,5,3,53.6,65.4086
15,1,15,5,4,53.6,65.4086
15,1,15,5,5,52.88,65.4086
15,1,15,5,6,48.38,65.4086
15,1,15,5,7,50.72,65.4086
15,1,15,5,8,56.12,65.4086
15,1,15,5,9,60.98,65.4086
15,1,15,5,10,62.96,65.4086
15,1,15,5,11,66.56,65.4086
15,1,15,5,12,69.98,65.4086
15,1,15,5,13,71.6,65.4086
15,1,15,5,14,71.6,65.4086
15,1,15,5,15,71.6,65.4086
15,1,15,5,16,70.52,65.4086
15,1,15,5,17,68.54,65.4086
15,1,15,5,18,66.02,65.4086
15,1,15,5,19,63.68,65.4086
15,1,15,5,20,58.82,65.4086
15,1,15,5,21,57.02,65.4086
15,1,15,5,22,55.22,65.4086
15,1,15,5,23,53.6,65.4086
15,1,15,5,24,53.6,65.4086
16,1,16,6,1,53.6,65.2768
16,1,16,6,2,53.6,65.2768
16,1,16,6,3,53.6,65.2768
16,1,16,6,4,53.42,65.2768
16,1,16,6,5,51.44,65.2768
16,1,16,6,6,48.2,65.2768
16,1,16,6,7,48.56,65.2768
16,1,16,6,8,52.88,65.2768
16,1,16,6,9,60.98,65.2768
16,1,16,6,10,63.5,65.2768
16,1,16,6,11,70.16,65.2768
16,1,16,6,12,73.58,65.2768
16,1,16,6,13,75.2,65.2768
16,1,16,6,14,75.2,65.2768
16,1,16,6,15,75.38,65.2768
16,1,16,6,16,75.56,65.2768
16,1,16,6,17,73.94,65.2768
16,1,16,6,18,70.88,65.2768
16,1,16,6,19,65.84,65.2768
16,1,16,6,20,62.42,65.2768
16,1,16,6,21,60.98,65.2768
16,1,16,6,22,62.6,65.2768
16,1,16,6,23,62.42,65.2768
16,1,16,6,24,60.08,65.2768
17,1,17,7,1,55.04,65.1524
17,1,17,7,2,51.98,65.1524
17,1,17,7,3,53.24,65.1524
17,1,17,7,4,50.18,65.1524
17,1,17,7,5,51.98,65.1524
17,1,17,7,6,54.32,65.1524
17,1,17,7,7,59.36,65.1524
17,1,17,7,8,62.78,65.1524
17,1,17,7,9,64.76,65.1524
17,1,17,7,10,68,65.1524
17,1,17,7,11,68.18,65.1524
17,1,17,7,12,69.98,65.1524
17,1,17,7,13,71.6,65.1524
17,1,17,7,14,71.6,65.1524
17,1,17,7,15,71.6,65.1524
17,1,17,7,16,70.52,65.1524
17,1,17,7,17,68.54,65.1524
17,1,17,7,18,66.02,65.1524
17,1,17,7,19,64.04,65.1524
17,1,17,7,20,62.42,65.1524
17,1,17,7,21,60.8,65.1524
17,1,17,7,22,60.62,65.1524
17,1,17,7,23,58.28,65.1524
17,1,17,7,24,53.6,65.1524
18,1,18,1,1,53.78,65.0662
18,1,18,1,2,55.04,65.0662
18,1,18,1,3,51.44,65.0662
18,1,18,1,4,48.2,65.0662
18,1,18,1,5,48.2,65.0662
18,1,18,1,6,48.2,65.0662
18,1,18,1,7,48.38,65.0662
18,1,18,1,8,50.9,65.0662
18,1,18,1,9,57.92,65.0662
18,1,18,1,10,62.96,65.0662
18,1,18,1,11,66.38,65.0662
18,1,18,1,12,68,65.0662
18,1,18,1,13,68.18,65.0662
18,1,18,1,14,69.8,65.0662
18,1,18,1,15,69.62,65.0662
18,1,18,1,16,68.18,65.0662
18,1,18,1,17,66.92,65.0662
18,1,18,1,18,66.02,65.0662
18,1,18,1,19,64.22,65.0662
18,1,18,1,20,62.42,65.0662
18,1,18,1,21,60.44,65.0662
18,1,18,1,22,57.2,65.0662
18,1,18,1,23,57.2,65.0662
18,1,18,1,24,57.02,65.0662
19,1,19,8,1,55.58,64.9274
19,1,19,8,2,57.38,64.9274
19,1,19,8,3,59.36,64.9274
19,1,19,8,4,62.24,64.9274
19,1,19,8,5,59.18,64.9274
19,1,19,8,6,60.62,64.9274
19,1,19,8,7,59,64.9274
19,1,19,8,8,59,64.9274
19,1,19,8,9,59.18,64.9274
19,1,19,8,10,60.98,64.9274
19,1,19,8,11,62.96,64.9274
19,1,19,8,12,66.2,64.9274
19,1,19,8,13,66.2,64.9274
19,1,19,8,14,66.2,64.9274
19,1,19,8,15,66.2,64.9274
19,1,19,8,16,66.38,64.9274
19,1,19,8,17,66.2,64.9274
19,1,19,8,18,65.84,64.9274
19,1,19,8,19,62.6,64.9274
19,1,19,8,20,61.88,64.9274
19,1,19,8,21,57.02,64.9274
19,1,19,8,22,55.58,64.9274
19,1,19,8,23,56.84,64.9274
19,1,19,8,24,53.6,64.9274
20,1,20,3,1,53.42,64.8368
20,1,20,3,2,51.8,64.8368
20,1,20,3,3,51.8,64.8368
20,1,20,3,4,51.08,64.8368
20,1,20,3,5,46.58,64.8368
20,1,20,3,6,48.2,64.8368
20,1,20,3,7,48.38,64.8368
20,1,20,3,8,50.36,64.8368
20,1,20,3,9,54.32,64.8368
20,1,20,3,10,59.36,64.8368
20,1,20,3,11,62.6,64.8368
20,1,20,3,12,62.78,64.8368
20,1,20,3,13,64.4,64.8368
20,1,20,3,14,64.4,64.8368
20,1,20,3,15,64.22,64.8368
20,1,20,3,16,63.32,64.8368
20,1,20,3,17,62.6,64.8368
20,1,20,3,18,62.42,64.8368
20,1,20,3,19,60.8,64.8368
20,1,20,3,20,60.62,64.8368
20,1,20,3,21,59,64.8368
20,1,20,3,22,59,64.8368
20,1,20,3,23,58.82,64.8368
20,1,20,3,24,57.2,64.8368
21,1,21,4,1,57.02,64.7342
21,1,21,4,2,55.22,64.7342
21,1,21,4,3,53.42,64.7342
21,1,21,4,4,51.8,64.7342
21,1,21,4,5,51.8,64.7342
21,1,21,4,6,51.8,64.7342
21,1,21,4,7,51.98,64.7342
21,1,21,4,8,53.78,64.7342
21,1,21,4,9,55.58,64.7342
21,1,21,4,10,57.56,64.7342
21,1,21,4,11,60.98,64.7342
21,1,21,4,12,62.78,64.7342
21,1,21,4,13,64.58,64.7342
21,1,21,4,14,66.2,64.7342
21,1,21,4,15,66.2,64.7342
21,1,21,4,16,65.48,64.7342
21,1,21,4,17,64.22,64.7342
21,1,21,4,18,62.42,64.7342
21,1,21,4,19,60.8,64.7342
21,1,21,4,20,60.8,64.7342
21,1,21,4,21,60.8,64.7342
21,1,21,4,22,60.8,64.7342
21,1,21,4,23,60.98,64.7342
21,1,21,4,24,62.42,64.7342
22,1,22,5,1,60.62,64.6344
22,1,22,5,2,59,64.6344
22,1,22,5,3,58.28,64.6344
22,1,22,5,4,57.74,64.6344
22,1,22,5,5,57.38,64.6344
22,1,22,5,6,57.02,64.6344
22,1,22,5,7,57.02,64.6344
22,1,22,5,8,58.46,64.6344
22,1,22,5,9,59.9,64.6344
22,1,22,5,10,61.7,64.6344
22,1,22,5,11,64.76,64.6344
22,1,22,5,12,66.2,64.6344
22,1,22,5,13,66.56,64.6344
22,1,22,5,14,69.8,64.6344
22,1,22,5,15,69.44,64.6344
22,1,22,5,16,67.82,64.6344
22,1,22,5,17,66.2,64.6344
22,1,22,5,18,66.2,64.6344
22,1,22,5,19,66.02,64.6344
22,1,22,5,20,64.4,64.6344
22,1,22,5,21,64.4,64.6344
22,1,22,5,22,64.04,64.6344
22,1,22,5,23,60.98,64.6344
22,1,22,5,24,62.6,64.6344
23,1,23,6,1,62.24,64.6168
23,1,23,6,2,59.18,64.6168
23,1,23,6,3,60.08,64.6168
23,1,23,6,4,56.12,64.6168
23,1,23,6,5,60.08,64.6168
23,1,23,6,6,55.58,64.6168
23,1,23,6,7,57.2,64.6168
23,1,23,6,8,57.56,64.6168
23,1,23,6,9,60.8,64.6168
23,1,23,6,10,60.98,64.6168
23,1,23,6,11,62.78,64.6168
23,1,23,6,12,65.12,64.6168
23,1,23,6,13,69.8,64.6168
23,1,23,6,14,69.8,64.6168
23,1,23,6,15,69.8,64.6168
23,1,23,6,16,69.44,64.6168
23,1,23,6,17,67.82,64.6168
23,1,23,6,18,66.02,64.6168
23,1,23,6,19,63.5,64.6168
23,1,23,6,20,57.2,64.6168
23,1,23,6,21,56.84,64.6168
23,1,23,6,22,53.42,64.6168
23,1,23,6,23,51.8,64.6168
23,1,23,6,24,51.44,64.6168
24,1,24,7,1,48.02,64.5885
24,1,24,7,2,46.4,64.5885
24,1,24,7,3,46.58,64.5885
24,1,24,7,4,48.02,64.5885
24,1,24,7,5,46.58,64.5885
24,1,24,7,6,47.84,64.5885
24,1,24,7,7,44.6,64.5885
24,1,24,7,8,45.5,64.5885
24,1,24,7,9,52.16,64.5885
24,1,24,7,10,55.4,64.5885
24,1,24,7,11,55.58,64.5885
24,1,24,7,12,57.38,64.5885
24,1,24,7,13,59.18,64.5885
24,1,24,7,14,60.8,64.5885
24,1,24,7,15,60.98,64.5885
24,1,24,7,16,61.34,64.5885
24,1,24,7,17,61.52,64.5885
24,1,24,7,18,60.8,64.5885
24,1,24,7,19,60.62,64.5885
24,1,24,7,20,58.82,64.5885
24,1,24,7,21,57.2,64.5885
24,1,24,7,22,56.48,64.5885
24,1,24,7,23,51.62,64.5885
24,1,24,7,24,50,64.5885
25,1,25,1,1,49.64,64.5067
25,1,25,1,2,46.58,64.5067
25,1,25,1,3,47.48,64.5067
25,1,25,1,4,48.2,64.5067
25,1,25,1,5,48.38,64.5067
25,1,25,1,6,49.82,64.5067
25,1,25,1,7,48.02,64.5067
25,1,25,1,8,47.48,64.5067
25,1,25,1,9,56.12,64.5067
25,1,25,1,10,60.98,64.5067
25,1,25,1,11,62.78,64.5067
25,1,25,1,12,64.58,64.5067
25,1,25,1,13,66.2,64.5067
25,1,25,1,14,66.02,64.5067
25,1,25,1,15,64.4,64.5067
25,1,25,1,16,64.58,64.5067
25,1,25,1,17,64.4,64.5067
25,1,25,1,18,64.04,64.5067
25,1,25,1,19,60.62,64.5067
25,1,25,1,20,59,64.5067
25,1,25,1,21,58.82,64.5067
25,1,25,1,22,56.84,64.5067
25,1,25,1,23,53.6,64.5067
25,1,25,1,24,53.6,64.5067
26,1,26,2,1,53.6,64.5069
26,1,26,2,2,53.24,64.5069
26,1,26,2,3,49.82,64.5069
26,1,26,2,4,48.2,64.5069
26,1,26,2,5,47.84,64.5069
26,1,26,2,6,44.6,64.5069
26,1,26,2,7,44.78,64.5069
26,1,26,2,8,47.12,64.5069
26,1,26,2,9,52.16,64.5069
26,1,26,2,10,55.76,64.5069
26,1,26,2,11,59.18,64.5069
26,1,26,2,12,60.98,64.5069
26,1,26,2,13,62.6,64.5069
26,1,26,2,14,62.6,64.5069
26,1,26,2,15,62.6,64.5069
26,1,26,2,16,62.06,64.5069
26,1,26,2,17,61.52,64.5069
26,1,26,2,18,60.44,64.5069
26,1,26,2,19,57.02,64.5069
26,1,26,2,20,55.22,64.5069
26,1,26,2,21,53.42,64.5069
26,1,26,2,22,51.44,64.5069
26,1,26,2,23,48.2,64.5069
26,1,26,2,24,48.2,64.5069
27,1,27,3,1,48.2,64.4566
27,1,27,3,2,48.2,64.4566
27,1,27,3,3,47.84,64.4566
27,1,27,3,4,44.6,64.4566
27,1,27,3,5,44.6,64.4566
27,1,27,3,6,44.6,64.4566
27,1,27,3,7,44.78,64.4566
27,1,27,3,8,47.48,64.4566
27,1,27,3,9,55.76,64.4566
27,1,27,3,10,59.18,64.4566
27,1,27,3,11,60.98,64.4566
27,1,27,3,12,62.78,64.4566
27,1,27,3,13,64.58,64.4566
27,1,27,3,14,66.2,64.4566
27,1,27,3,15,66.02,64.4566
27,1,27,3,16,65.66,64.4566
27,1,27,3,17,64.4,64.4566
27,1,27,3,18,64.04,64.4566
27,1,27,3,19,60.44,64.4566
27,1,27,3,20,57.2,64.4566
27,1,27,3,21,56.84,64.4566
27,1,27,3,22,53.6,64.4566
27,1,27,3,23,53.42,64.4566
27,1,27,3,24,51.98,64.4566
28,1,28,4,1,53.42,64.4024
28,1,28,4,2,51.8,64.4024
28,1,28,4,3,51.62,64.4024
28,1,28,4,4,50.18,64.4024
28,1,28,4,5,51.8,64.4024
28,1,28,4,6,51.44,64.4024
28,1,28,4,7,48.92,64.4024
28,1,28,4,8,53.96,64.4024
28,1,28,4,9,57.2,64.4024
28,1,28,4,10,61.16,64.4024
28,1,28,4,11,64.58,64.4024
28,1,28,4,12,66.38,64.4024
28,1,28,4,13,68.18,64.4024
28,1,28,4,14,69.8,64.4024
28,1,28,4,15,69.62,64.4024
28,1,28,4,16,68.9,64.4024
28,1,28,4,17,66.92,64.4024
28,1,28,4,18,65.84,64.4024
28,1,28,4,19,61.88,64.4024
28,1,28,4,20,57.2,64.4024
28,1,28,4,21,57.02,64.4024
28,1,28,4,22,55.22,64.4024
28,1,28,4,23,53.42,64.4024
28,1,28,4,24,51.44,64.4024
29,1,29,5,1,48.56,64.3992
29,1,29,5,2,51.44,64.3992
29,1,29,5,3,48.02,64.3992
29,1,29,5,4,46.4,64.3992
29,1,29,5,5,46.4,64.3992
29,1,29,5,6,46.4,64.3992
29,1,29,5,7,46.76,64.3992
29,1,29,5,8,50.9,64.3992
29,1,29,5,9,57.56,64.3992
29,1,29,5,10,61.52,64.3992
29,1,29,5,11,66.92,64.3992
29,1,29,5,12,71.78,64.3992
29,1,29,5,13,73.4,64.3992
29,1,29,5,14,73.58,64.3992
29,1,29,5,15,74.84,64.3992
29,1,29,5,16,72.32,64.3992
29,1,29,5,17,69.62,64.3992
29,1,29,5,18,67.64,64.3992
29,1,29,5,19,64.4,64.3992
29,1,29,5,20,63.5,64.3992
29,1,29,5,21,57.02,64.3992
29,1,29,5,22,55.58,64.3992
29,1,29,5,23,57.02,64.3992
29,1,29,5,24,55.22,64.3992
30,1,30,6,1,53.42,64.3903
30,1,30,6,2,51.8,64.3903
30,1,30,6,3,51.44,64.3903
30,1,30,6,4,48.92,64.3903
30,1,30,6,5,52.88,64.3903
30,1,30,6,6,48.02,64.3903
30,1,30,6,7,47.12,64.3903
30,1,30,6,8,52.52,64.3903
30,1,30,6,9,58.1,64.3903
30,1,30,6,10,64.58,64.3903
30,1,30,6,11,66.2,64.3903
30,1,30,6,12,66.56,64.3903
30,1,30,6,13,69.8,64.3903
30,1,30,6,14,69.8,64.3903
30,1,30,6,15,69.8,64.3903
30,1,30,6,16,68.9,64.3903
30,1,30,6,17,67.82,64.3903
30,1,30,6,18,65.84,64.3903
30,1,30,6,19,62.6,64.3903
